Planta Potabilizadora Nº3;;;;;
AÑO 2018;;;;;
;;;;;
DIA;HORA;CONDUCTIVIDAD (mS/cm);pH;ALCALINIDAD (ppm CaCO3);TURBIDEZ (UNT)
;Hora: 23:00;158,9;7,18;46;460
;Hora: 04:08;158,0;7,26;46;380
6/4/2018;Hora: 06:20;;;;
;Hora: 07:40;154,6;7,19;44;412
;Hora: 11:25;157,1;7,13;44;389
;Hora: 16:10;158,2;7,18;44;320
;Hora: 18:36;153,1;7,23;44;386
;Hora: 00:20;164,3;7,28;46;395
;Hora: 04:50;162,4;7,17;46;402
7/4/2018;;;;;
;Hora: 06:35;163,4;7,24;44;386
;Hora: 10:30;160,1;7,27;46;391
;Hora: 16:05;159,8;7,21;46;398
;Hora: 20:55;161,6;7,16;46;415
;Hora: 23:00;160,3;7,28;46;416
;Hora: 03:57;158,8;7,20;46;381
8/4/2018;;;;;
;Hora: 06:30;157,2;7,21;44;392
;Hora: 10:20;150,4;7,26;44;383
;Hora: 15:45;152,6;7,20;44;352
;Hora: 19:20;153,8;7,14;44;336
;Hora: 23:00;154,7;7,20;44;360
;Hora: 03:56;152,9;7,22;44;360
9/4/2018;Hora: 06:24;;;;
;Hora: 08:23;153,1;7,18;44;322
;Hora: 12:08;159,4;7,16;44;298
;Hora: 15:40;163,8;7,24;42;276
;Hora: 19:35;161,4;7,20;42;257
;Hora: 22:40;160,7;7,25;42;352
;Hora: 04:08;160,2;7,17;42;307
10/4/2018;Hora: 06:28;;;;
;Hora: 08:38;157,7;7,21;44;334
;Hora: 11:40;165,2;7,19;44;300
;Hora: 14:25;162,9;7,26;44;310
;Hora: 18:40;160,9;7,17;42;321
;Hora: 22:40;166,3;7,15;44;319
;Hora: 03:57;168,0;7,20;46;341
11/4/2018;Hora: 06:25;;;;
;Hora: 08:43;164,7;7,22;44;320
;Hora: 11:43;172,5;7,19;44;319
;Hora: 14:35;176,3;7,16;44;377
;Hora: 18:40;173,9;7,20;44;361
;Hora: 23:10;165,3;7,15;46;357
;Hora: 04:30;164,8;7,22;46;345
12/4/2018;Hora: 06:25;;;;
;Hora: 07:55;164,9;7,23;44;305
;Hora: 11:10;167,0;7,10;44;366
;Hora: 15:14;170,2;7,23;44;320
;Hora: 19:14;163,9;7,21;44;330
;Hora: 23:30;157,1;7,21;44;413
;Hora: 04:25;153,6;7,12;44;438
13/4/2018;Hora: 06:25;;;;
;Hora: 08:23;145,7;7,20;40;261
;Hora: 11:45;153,8;7,24;40;268
;Hora: 15:00;155,9;7,08;44;266
;Hora: 18:40;153,6;7,04;44;279
;Hora: 23:30;158,2;7,21;44;264
;Hora: 04:30;159,6;7,24;44;243
14/4/2018;;;;;
;Hora: 07:18;160,4;7,28;40;281
;Hora: 11:18;160,1;7,26;40;264
;Hora: 14:35;157,2;7,21;42;267
;Hora: 19:10;156,1;7,19;44;283
;Hora: 00:20;160,4;7,15;44;295
;Hora: 04:30;159,2;7,18;44;268
15/4/2018;;;;;
;Hora: 07:23;159,9;7,30;42;248
;Hora: 11:43;155,1;7,27;42;266
;Hora: 14:30;157,6;7,26;44;271
;Hora: 19:10;153,9;7,30;44;278
;Hora: 23:25;157,6;7,26;42;263
;Hora: 04:20;159,1;7,21;42;286
16/4/2018;Hora: 06:20;;;;
;Hora: 07:50;158,3;7,19;40;225
;Hora: 11:57;162,6;7,05;40;229
;Hora: 14:35;160,7;7,13;42;279
;Hora: 18:45;163,4;7,26;44;285
;Hora: 23:50;159,6;7,22;42;341
;Hora: 04:25;161,4;7,19;42;316
17/4/2018;Hora: 06:22;;;;
;Hora: 08:18;161,4;7,09;40;248
;Hora: 11:40;175,9;7,11;40;355
;Hora: 15:23;177,1;7,16;40;360
;Hora: 19:18;180,0;7,21;40;366
;Hora: 00:00;173,6;7,18;42;374
;Hora: 04:20 ;170,6;7,14;42;346
18/4/2018;Hora: 06:25;;;;
;Hora: 07:38;167,6;7,29;44;420
;Hora: 11:30;168,6;7,06;44;724
;Hora: 15:03;177,3;7,36;44;426
;Hora: 19:04;174,9;7,40;44;466
;Hora: 22:40;176,1;7,31;44;420
;Hora: 03:55;172,9;7,34;44;413
19/4/2018;Hora: 06:25;;;;
;Hora: 07:40;180,3;7,29;44;378
;Hora: 11:08;185,7;7,27;44;433
;Hora: 15:04;181,8;7,39;46;455
;Hora: 18:58;182,3;7,34;46;440
;Hora: 22:40;186,9;7,37;46;434
;Hora: 03:55;181,9;7,31;44;422
20/4/2018;Hora: 06:25;;;;
;Hora: 07:52;179,6;7,31;44;450
;Hora: 11:05;187,9;7,38;44;500
;Hora: 15:08;186,4;7,35;44;480
;Hora: 19:13;180,6;7,37;44;500
;Hora: 22:20;178,9;7,39;44;496
;Hora: 04:20;180,5;7,36;44;490
21/4/2018;;;;;
;Hora: 07:28;183,2;7,26;44;502
;Hora: 11:39;184,6;7,24;44;596
;Hora: 15:18;197,1;7,38;44;640
;Hora: 19:15;192,4;7,39;44;688
;Hora: 22:55;190,9;7,39;44;690
;Hora: 04:30;189,9;7,37;44;692
22/4/2018;;;;;
;Hora: 07:35;186,2;7,24;44;529
;Hora: 11:30;202,0;7,39;44;615
;Hora: 15:23;202,0;7,39;44;615
;Hora: 19:19;193,7;7,42;44;658
;Hora: 22:35;194,6;7,40;44;661
;Hora: 04:325;192,1;7,37;44;658
23/4/2018;Hora: 06:30;;;;
;Hora: 07:45;208,0;7,24;48;598
;Hora: 11:50;126,6;7,18;50;693
;Hora: 14:49;230,0;7,30;50;468
;Hora: 19:12;197,1;7,32;50;470
;Hora: 22:40;195,9;7,36;46;498
;Hora: 04:00;193,6;7,34;46;484
24/4/2018;Hora: 06:25;;;;
;Hora: 08:00;201,0;7,28;52;438
;Hora: 11:45;203,0;7,23;50;380
;Hora: 14:40;197,3;7,20;48;386
;Hora: 19:08;198,3;7,25;50;400
;Hora: 22:40;197,1;7,31;48;391
;Hora: 03:55;196,1;7,38;48;407
25/4/2018;Hora: 06:30;;;;
;Hora: 08:40;196,4;7,21;50;382
;Hora: 11:50;195,1;7,22;50;368
;Hora: 14:50;190,6;7,29;50;390
;Hora: 18:10;198,1;7,38;50;396
;Hora: 22:38;205,0;7,38;50;366
;Hora: 04:03;196,8;7,37;50;396
26/4/2018;Hora: 06:30;;;;
;Hora: 08:25;190,2;7,19;50;362
;Hora: 11:30;193,5;7,22;48;376
;Hora: 14:45;190,6;7,15;48;362
;Hora: 19:15;193,9;7,23;48;365
;Hora: 22:43;195,6;7,35;48;371
;Hora: 03:58;196,8;7,36;48;355
27/4/2018;;;;;
;Hora: 07:15;190,9;7,21;48;323
;Hora: 12:05;196,1;7,23;48;341
;Hora: 15:30;196,0;7,23;48;361
;Hora: 18:38;208,0;7,18;48;376
;Hora: 22:53;198,5;7,38;48;345
;Hora: 04:08;193,3;7,35;48;285
28/4/2018;;;;;
;Hora: 07:50;191,7;7,19;48;367
;Hora: 11:20;193,6;7,23;48;348
;Hora: 15:20;192,4;7,26;48;401
;Hora: 19:07;193,0;7,23;48;381
;Hora: 23:02;198,4;7,34;48;248
;Hora: 03:58;192,6;7,32;48;239
29/4/2018;;;;;
;Hora: 07:45;191,4;7,24;48;304
;Hora: 11:30;192,8;7,21;48;276
;Hora: 15:10;192,1;7,26;48;378
;Hora: 19:15;193,4;7,29;48;340
;Hora: 22:53;205,0;7,30;48;208
;Hora: 03:58;204,0;7,32;48;230
30/4/2018;;;;;
;Hora: 07:10;202,0;7,37;48;226
;Hora: 11:10;207,0;7,33;48;234
;Hora: 15:10;212,0;7,30;46;290
;Hora: 19:07;218,0;7,25;46;281
;Hora: 22:53;211,0;7,38;48;196
;Hora: 03:58;223,0;7,40;48;185
1/5/2018;;;;;
;Hora: 06:30;219,0;7,33;48;223,0
;Hora: 10:35;210,0;7,34;48;231,0
;Hora: 15:20;230,0;7,25;48;243,0
;Hora: 19:15;236,0;7,22;48;226,0
;Hora: 23:03;234,0;7,34;48;238,0
;Hora: 03:58;233,0;7,35;48;229,0
2/5/2018;;;;;
;Hora: 07:10;242,0;7,20;48;232,0
;Hora: 11:10;253,0;7,26;-;284,0
;Hora: 15:30;259,0;7,22;48;288,0
;Hora: 19:05;262,0;7,24;48;264,0
;Hora: 22:50;264,0;7,24;48;286,0
;Hora: 03:48;268,0;7,38;48;260,0
3/5/2018;Hora: 06:23;;;;
;Hora: 07:30;244,0;7,32;48;354,0
;Hora: 11:15;;;;
;Hora: 15:25;228,0;7,16;48;372,0
;Hora: 18:20;220,0;7,24;48;348,0
;Hora: 23:20;224,0;7,29;48;280,0
;Hora: 03:40;238,0;7,33;48;272,0
4/5/2018;Hora: 06:35;;;;
;Hora: 07:50;280,0;7,28;48;412,0
;Hora: 11:15;272,0;7,26;48;433,0
;Hora: 15:30;245,0;7,21;48;410,0
;Hora: 18:20;237,0;7,15;48;396,0
;Hora: 23:09;240,0;7,31;48;420,0
;Hora: 03:50;246,0;7,25;48;391,0
5/5/2018;;;;;
;Hora: 07:10;244,0;7,30;48;384,0
;Hora: 10:35;248,0;7,38;48;396,0
;Hora: 15:30;243,0;7,22;48;382,0
;Hora: 19:45;240,0;7,19;48;409,0
;Hora: 23:00;244,0;7,26;48;418,0
;Hora: 03:38;246,0;7,33;48;428,0
6/5/2018;;;;;
;Hora: 06:35;240,0;7,27;48;388,0
;Hora: 10:40;237,0;7,30;48;390,0
;Hora: 15:25;263,0;7,22;48;410,0
;Hora: 19:30;305,0;7,19;48;391,0
;Hora: 22:40;310,0;7,21;48;410,0
;Hora: 03:25;318,0;7,30;48;476,0
7/5/2018;Hora: 06:20;;;;
;Hora: 07:43;316,0;7,38;54;378,0
;Hora: 11:38;328,0;7,28;54;366,0
;Hora: 15:30;335,0;7,21;54;375,0
;Hora: 19:20;338,0;7,24;52;362,0
;Hora: 22:35;326,0;7,38;52;390,0
;Hora: 03:38;320,0;7,29;52;359,0
8/5/2018;;;;;
;Hora: 06:30;381,0;7,31;50;321,0
;Hora: 10:25;381,0;7,33;50;367,0
;Hora: 14:53;360,0;7,48;52;350,0
;Hora: 18:54;347,0;7,44;52;336,0
;Hora: 23:20;340,0;7,28;52;321,0
;Hora: 03:37;332,0;7,24;52;336,0
9/5/2018;Hora: 06:27;;;;
;Hora: 07:47;341,0;7,30;52;286,0
;Hora: 11.18;386,0;7,34;52;333,0
;Hora: 14:30;391,0;7,32;50;349,0
;Hora: 18:40;387,0;7,36;50;350,0
;Hora: 23:30;321,0;7,18;50;359,0
;Hora: 04:25;290,0;7,22;50;371,0
10/5/2018;Hora: 06:26;;;;
;Hora: 07:46;294,0;7,25;50;382,0
;Hora: 11:12;305,0;7,36;50;385,0
;Hora: 14:10;307,0;7,32;50;388,0
;Hora: 18:20;310,0;7,35;50;390,0
;Hora: 23:30;354,0;7,18;50;356,0
;Hora: 04:20;342,0;7,21;50;382,0
11/5/2018;Hora: 06:24;;;;
;Hora: 08:13;355,0;7,32;52;378,0
;Hora: 11:18;368,0;7,30;52;357,0
;Hora: 14:35;370,0;7,32;52;361,0
;Hora: 18:20;375,0;7,30;52;363,0
;Hora: 23:10;349,0;7,15;50;364,0
;Hora: 04:20;355,0;7,19;50;373,0
12/5/2018;;;;;
;Hora: 07:31;292,0;7,40;50;311,0
;Hora: 10:43;271,0;7,38;50;318,0
;Hora: 14:25;300,0;7,36;50;326,0
;Hora: 18:40;306,0;7,31;50;340,0
;Hora: 00:15;256,0;7,19;50;291,0
;Hora: 04:25;252,0;7,23;50;310,0
13/5/2018;;;;;
;Hora: 07:33;231,0;7,37;50;335,0
;Hora:  10:53;230,0;7,40;50;322,0
;Hora: 14:30;227,0;7,36;50;307,0
;Hora: 18:35;234,0;7,38;50;319,0
;Hora: 23:10;240,0;7,24;50;317,0
;Hora: 04:25;243,0;7,22;50;289,0
14/5/2018;Hora: 06:35;;;;
;Hora: 07:30;265,0;7,39;52;373,0
;Hora: 10:55;266,0;7,43;52;370,0
;Hora: 14:30;264,0;7,39;50;386,0
;Hora: 18:35;269,0;7,47;52;391,0
;Hora: 22:35;256,0;7,19;50;366,0
;Hora: 04:10;259,0;7,23;50;375,0
15/5/2018;;;;;
;Hora: 06:30;258,0;7,29;50;436,0
;Hora: 11:20;262,0;7,21;50;396,0
;Hora: 15:23;220,0;7,48;50;484,0
;Hora: 18:53;216,0;7,51;50;499,0
;Hora: 23:30;217,0;7,21;50;511,0
;Hora: 04:25;213,0;7,14;50;526,0
16/5/2018;Hora: 06:35;;;;
;Hora: 07:30;209,0;7,39;50;415,0
;Hora: 10:45;210,0;7,33;48;452,0
;Hora: 15:28;200,0;7,55;48;464,0
;Hora: 18:54;198,4;7,57;48;424,0
;Hora: 22:25;201,0;7,49;50;417,0
;;03:30 a 05:15 h - Planta fuera de servicio por corte de energía;;;
17/5/2018;Hora: 06:25;;;;
;Hora: 07:45;174,1;7,23;46;458,0
;Hora: 11:10;164,9;7,20;40;468,0
;Hora: 15:04;158,2;7,37;40;503,0
;Hora: 19:04;149,2;7,39;40;491,0
;Hora: 22:30;148,9;7,39;46;484,0
;Hora: 03:50;147,6;7,37;46;479,0
18/5/2018;Hora: 06:30;;;;
;Hora: 07:50;143,6;7,32;40;475,0
;Hora: 11:00;150,0;7,24;40;466,0
;Hora: 15:03;129,7;7,35;40;428,0
;Hora: 18:13;129,2;7,30;40;425,0
;Hora: 22:30;128,1;7,32;42;460,0
;Hora: 03:55;126,1;7,38;42;479,0
19/5/2018;;;;;
;Hora: 06:40;125,4;7,22;40;406,0
;Hora: 10:35;123,2;7,24;40;415,0
;Hora: 14:30;127,1;7,27;42;401,0
;;16:30 a 17:40 h - Plantas fuera de serviciopor corte general de energía.;;;
;Hora: 22:43;126,5;7,22;38;335,0
;Hora: 03:58;125,5;7,20;38;306,0
20/5/2018;;;;;
;Hora: 06:55;121,1;7,19;36;300,0
;Hora: 11:16;120,3;7,23;38;299,0
;Hora: 15:08;125,5;7,21;38;304,0
;Hora: 18:43;118,0;7,20;38;286,0
;Hora: 22:40;121,7;7,27;38;284,0
;Hora: 03:55;123,7;7,25;40;298,0
21/5/2018;Hora: 06:20;;;;
;Hora: 08:00;112,0;7,06;30;276,0
;Hora: 11:10;114,8;7,02;32;262,0
;Hora: 15:08;127,1;7,16;32;245,0
;Hora: 18:48;117,6;7,19;32;248,0
;Hora: 22:40;117,6;7,21;36;268,0
;Hora: 03:55;115,9;7,24;36;274,0
22/5/2018;Hora: 06:30;;;;
;Hora: 08:10;119,2;7,09;34;231,0
;Hora: 11:05;121,6;7,05;34;251,0
;Hora: 14:55;120,2;7,01;34;266,0
;Hora: 18:58;124,8;6,87;34;290,0
;Hora: 22:40;120,9;7,15;36;271,0
;Hora: 03:55;121,7;7,17;36;283,0
23/5/2018;Hora: 06:30;;;;
;Hora: 08:00;117,6;7,13;34;221,0
;Hora: 11:45;128,9;7,09;34;223,0
;Hora: 15:58;130,3;7,10;34;240,0
;Hora: 19:19;125,1;7,03;34;221,0
;Hora: 22:43;121,2;7,08;34;180,0
;Hora: 03:53;124,1;7,05;34;185,0
24/5/2018;Hora: 06:30;;;;
;Hora: 08:20;125,8;7,12;34;219,0
;Hora: 11:10;128,3;7,12;34;214,0
;Hora: 15:45;126,4;7,15;34;206,0
;Hora: 19:16;124,1;7,00;34;214,0
;Hora: 22:58;127,1;7,21;34;204,0
;Hora: 04:03;128,6;7,23;34;210,0
25/5/2018;;;;;
;Hora: 07:30;124,8;7,05;34;224,0
;Hora: 11:50;122,3;7,12;34;215,0
;Hora: 15:20;120,8;7,00;34;260,0
;Hora: 18:59;120,0;6,96;34;209,0
;Hora: 22:33;127,3;7,31;34;168,0
;Hora: 03:52;126,0;7,28;34;159,0
26/5/2018;;;;;
;Hora: 08:12;126,0;7,36;34;170,0
;Hora: 11:25;122,1;7,21;34;163,0
;Hora: 15:20;123,8;7,14;34;205,0
;Hora: 18:30;124,9;7,11;34;208,0
;Hora: 22:53;131,1;7,32;34;175,0
;Hora: 03:58;127,0;7,29;34;168,0
27/5/2018;;;;;
;Hora: 06:35;131,6;7,19;34;155,0
;Hora: 11:35;134,2;7,21;34;159,0
;Hora: 15:20;128,1;7,01;34;163,0
;Hora: 18:47;127,1;7,01;34;163,0
;Hora: 22:38;133,3;7,31;34;156,0
;Hora: 03:53;132,9;7,29;34;153,0
28/5/2018;Hora: 06:30;;;;
;Hora: 06:55;128,7;7,09;34;136,0
;Hora: 11:05;127,6;6,98;34;142,0
;Hora: 15:20;130,6;7,00;34;160,0
;Hora: 19:27;128,6;7,02;34;186,0
;Hora: 22:53;129,4;7,26;34;146,0
;Hora: 03:58;130,1;7,25;34;138,0
29/5/2018;Hora: 06:30;;;;
;Hora: 07:35;128,6;7,19;34;134,0
;Hora: 11:38;124,3;6,89;28;131,0
;Hora: 15:30;122,6;7,08;32;148,0
;Hora: 18:40;124,2;7,11;32;141,0
;Hora: 22.53;112,0;7,06;32;125,0
;Hora: 03:58;111,6;7,05;32;110,0
30/5/2018;;;;;
;Hora: 07:30;116,7;6,97;30;108,0
;Hora: 11:50;119,3;7,05;32;104,0
;Hora: 15:30;122,5;7,02;32;101,0
;Hora: 19:45;124,8;7,04;32;97,1
;Hora: 22:56;124,2;7,00;32;120,0
;Hora: 03:47;120,0;6,89;32;128,0
31/5/2018;;;;;
;Hora: 06:30;126,2;7,02;32;97,2
;Hora: 10:55;126,0;7,00;32;99,6
;Hora: 15:25;125,1;7,01;32;97,5
;Hora: 18:20;123,6;6,95;32;102,0
;Hora: 22:58;120,9;6,82;32;90,0
;Hora: 03:58;122,1;6,80;32;93,0
1/6/2018;Hora: 06:20;;;;
;Hora: 07:30;122,9;7,08;32;115,0
;Hora: 11:30;118,9;7,07;32;101,0
;Hora: 15:30;117,6;7,01;32;104,0
;Hora: 18:25;118,4;6,95;32;97,9
;Hora: 22:48;116,2;6,86;32;98,0
;Hora: 03:48;114,2;6,80;32;96,0
2/6/2018;;;;;
;Hora: 06:35;113,1;6,96;32;100,0
;Hora: 10:55;112,7;6,98;32;102,0
;Hora: 15:25;116,5;6,94;32;105,0
;Hora: 18:55;114,1;6,98;32;108,0
;Hora: 22:59;114,8;7,01;32;92,0
;Hora: 03:45;114,2;6,82;32;90,0
3/6/2018;;;;;
;Hora: 06:35;117,1;6,93;32;104,0
;Hora: 10:30;116,9;6,98;32;107,0
;Hora: 15:30;115,2;6,93;32;102,0
;Hora: 19:35;116,4;6,98;32;107,0
;Hora: 22:39;116,0;7,02;32;116,0
;Hora: 03:43;116,8;6,94;32;110,0
4/6/2018;Hora: 06:22;;;;
;Hora: 08:13;119,0;7,11;34;83,9
;Hora: 11:26;123,9;7,14;34;88,5
;Hora: 15:35;122,1;7,04;34;91,6
;Hora: 19:30;121,6;7,12;34;96,4
;Hora: 23:04;120,1;6,82;32;90,0
;Hora: 03:55;120,7;6,86;32;98,0
5/6/2018;Hora: 06:30;;;;
;Hora: 08:08;120,9;7,12;34;87,6
;Hora: 12:08;124,1;7,20;34;82,2
;Hora: 14:30;127,9;7,17;34;78,6
;Hora: 18:45;125,6;7,12;34;80,6
;Hora: 22:55;122,6;7,02;34;91,0
;Hora: 03:57;120,3;6,92;34;96,0
6/6/2018;Hora: 06:21;;;;
;Hora: 07:58;113,6;7,21;32;78,3
;Hora: 11:46;125,8;7,15;32;81,6
;Hora: 14:50;123,9;7,17;32;89,7
;Hora: 18:40;125,7;7,23;34;90,6
;Hora: 23:35;123,8;7,12;32;88,4
;Hora: 05:05;124,7;7,15;32;85,2
7/6/2018;Hora: 06:24;;;;
;;121,8;7,16;34;108,0
;Hora: 12:50;;;;
;Hora: 15:10;;;;
;Hora: 18:45;116,7;7,11;34;83,6
;Hora: 22:50;114,9;7,19;32;81,4
;Hora: 05:05;113,6;7,12;32;86,2
8/6/2018;Hora: 06:24;;;;
;Hora: 07:58;119,5;7,12;36;88,1
;Hora: 11:08;213,0;7,15;36;96,9
;Hora: 15:00;210,0;7,11;36;98,6
;Hora: 18:40;206,0;7,13;36;94,7
;Hora: 22:45;175,2;7,11;32;93,8
;Hora: 05:05;149,6;7,14;32;91,3
9/6/2018;;;;;
;Hora: 07:28;124,8;7,28;34;76,5
;Hora: 11:03;128,0;7,25;34;81,8
;Hora: 14:40;126,9;7,22;34;87,7
;Hora: 18:30;123,7;7,26;34;89,2
;Hora: 23:35;126,2;7,16;34;89,1
;Hora: 05:05;124,2;7,12;34;80,8
10/6/2018;;;;;
;Hora: 07:33;130,1;7,26;34;70,9
;Hora: 10:48;134,0;7,24;34;71,4
;Hora: 14:35;130,1;7,27;34;77,9
;Hora: 18:40;136,9;7,28;34;80,7
;Hora: 22:55;130,8;7,18;34;86,3
;Hora: 05:00;131,7;7,21;34;81,7
11/6/2018;Hora: 06:20;;;;
;Hora: 08:16;132,4;7,28;34;70,1
;Hora: 12:00;157,9;7,06;34;108,0
;Hora: 14:35;153,9;7,11;34;102,0
;Hora: 18:45;150,9;7,16;34;106,0
;Hora: 22:50;127,2;7,12;34;107,0
;Hora: 04:55;129,5;7,18;34;103,0
12/6/2018;Hora: 06:18;;;;
;Hora: 07:50;128,2;6,95;34;62,4
;Hora: 11:58;129,5;6,98;34;98,1
;Hora: 14:53;124,0;7,38;34;109,0
;Hora: 18:53;113,6;7,35;34;89,8
;Hora: 22:55;114,6;7,19;34;86,4
;Hora: 04:45;113,8;7,22;34;94,6
13/6/2018;Hora: 06:48;;;;
;Hora: 08:34;115,1;7,12;34;78,6
;Hora: 11:37;118,1;7,26;34;102,0
;Hora: 14:57;123,3;7,12;34;90,8
;Hora: 18:28;120,9;7,09;34;80,8
;Hora: 22:55;121,7;7,12;34;90,6
;Hora: 03:50;124,1;7,16;34;92,7
14/6/2018;Hora: 06:36;;;;
;Hora: 07:55;117,5;7,24;34;81,6
;Hora: 12:03;121,3;7,26;34;84,2
;Hora: 14:55;121,2;7,34;34;79,5
;Hora: 18:38;119,7;7,32;34;81,3
;Hora: 22:40;118,9;7,19;34;81,9
;Hora: 03:50;119,7;7,26;34;83,7
15/6/2018;Hora: 06:27;;;;
;Hora: 08:04;116,4;7,31;34;73,2
;Hora: 12:06;146,8;7,26;34;77,2
;Hora: 14:58;122,2;7,38;34;85,2
;Hora: 18:28;119,9;7,36;34;79,6
;Hora: 22:30;121,7;7,31;34;82,7
;Hora: 03:50;120,7;7,33;34;84,9
16/6/2018;;;;;
;Hora: 08:04;118,8;7,12;34;82,2
;Hora: 11:06;120,1;7,19;34;93,2
;Hora: 14:53;123,5;7,38;34;80,1
;Hora: 18:33;115,6;7,34;34;72,5
;Hora: 22:40;115,7;7,30;36;82,7
;Hora: 03:50;117,8;7,33;36;80,2
17/6/2018;;;;;
;Hora: 08:07;118,6;7,27;34;81,2
;Hora: 11:12;120,6;7,30;34;91,2
;Hora: 14:58;122,2;7,33;34;77,5
;Hora: 18:54;121,6;7,37;34;75,3
;Hora: 22:30;120,1;7,32;36;81,9
;Hora: 03:55;113,9;7,30;34;78,9
18/6/2018;Hora: 06:30;;;;
;Hora: 08:00;113,7;7,15;36;69,6
;Hora: 12:05;124,2;7,13;38;72,8
;Hora: 15:06;124,3;7,35;36;70,1
;Hora: 18:43;122,1;7,31;36;72,9
;Hora: 22:40;118,7;7,33;36;82,7
;Hora: 03:50;120,1;7,30;36;80,9
19/6/2018;Hora: 06:30;;;;
;Hora: 08:20;119,8;7,38;36;66,2
;Hora: 11:35;144,6;7,34;36;69,7
;Hora: 15:13;118,8;7,24;36;72,4
;Hora: 19:10;120,6;7,31;36;80,6
;Hora: 22:25;118,9;7,30;36;77,7
;Hora: 03:45;120,6;7,34;36;74,9
20/6/2018;;;;;
;Hora: 07:45;123,2;7,22;36;63,5
;Hora: 11:50;129,6;7,28;36;60,7
;Hora: 15:20;130,6;7,22;34;68,7
;Hora: 19:20;131,2;7,29;34;72,6
;Hora: 22:53;131,5;7,39;36;69,5
;Hora: 03:45;129,3;7,35;36;67,8
21/6/2018;Hora: 06:30;;;;
;Hora: 08:15;130,2;7,32;36;61,4
;Hora: 11:30;150,7;7,26;36;66,8
;Hora: 14:40;142,8;7,21;36;61,6
;Hora: 19:48;148,6;7,24;36;66,2
;Hora: 22:51;132,0;7,34;36;64,1
;Hora: 03:45;128,0;7,36;36;60,5
22/6/2018;Hora: 06:30;;;;
;Hora: 08:00;123,2;7,26;34;59,4
;Hora: 10:30;128,3;7,20;36;56,8
;Hora: 15:20;127,8;7,18;36;60,2
;Hora: 20:08;130,1;7,29;36;66,2
;Hora: 22:48;134,3;7,35;36;64,5
;Hora: 03:53;132,7;7,38;36;62,6
23/6/2018;;;;;
;Hora: 07:30;137,2;7,25;34;68,9
;Hora: 11:45;135,6;7,21;34;67,2
;Hora: 15:40;136,0;7,28;34;69,8
;Hora: 19:20;138,1;7,32;34;72,4
;Hora: 22:51;131,8;7,36;34;69,5
;Hora: 03:48;127,1;7,39;34;98,8
24/6/2018;;;;;
;Hora: 07:45;123,8;7,23;34;75,8
;Hora: 11:40;122,5;7,21;34;70,5
;Hora: 15:45;124,0;7,34;34;75,0
;Hora: 19:50;124,9;7,39;34;79,0
;Hora: 22:46;124,5;7,39;34;70,8
;Hora: 03:43;126,0;7,40;34;68,6
25/6/2018;;;;;
;Hora: 06:20;123,1;7,36;34;73,4
;Hora: 10:45;119,6;7,31;34;70,9
;Hora: 15:30;122,4;7,27;34;72,4
;Hora: 19:30;122,6;7,39;34;74,2
;Hora: 22:40;130,1;7,35;34;68,9
;Hora: 03:51;131,3;7,38;34;60,8
26/6/2018;Hora: 06:20;;;;
;Hora: 07:45;128,5;7,18;34;52,3
;Hora: 11:05;157,3;7,12;34;57,6
;Hora: 14:25;140,2;7,15;34;55,3
;Hora: 18:45;139,2;7,18;34;59,2
;Hora: 22:46;135,5;7,34;34;56,8
;Hora: 03:51;133,6;7,36;34;53,9
27/6/2018;Hora: 06:25;;;;
;Hora: 07:55;130,9;7,17;36;55,8
;Hora: 11:25;154,5;7,17;36;56,4
;Hora: 15:00;140,2;7,22;34;60,4
;Hora: 18:15;141,7;7,19;34;54,2
;Hora: 23:20;138,8;7,29;34;65,2
;Hora: 03:48;140,2;7,21;34;62,3
28/6/2018;Hora: 06:25;;;;
;Hora: 07:35;143,2;7,12;36;57,2
;Hora: 11:20;153,4;7,12;36;57,9
;Hora: 15:15;148,5;7,16;36;57,1
;Hora: 18:35;146,3;7,20;36;52,8
;Hora: 22:50;146,0;7,32;34;56,8
;Hora: 03:35;146,7;7,27;34;60,2
29/6/2018;;;;;
;Hora: 06:20;144,7;7,24;36;45,9
;Hora: 10:50;220,0;7,15;36;68,7
;Hora: 14:55;148,6;7,18;36;63,4
;Hora: 18:45;145,3;7,21;36;61,2
;Hora: 23:40;142,8;7,36;34;68,3
;Hora: 03:50;144,8;7,25;34;62,0
30/6/2018;;;;;
;Hora: 06:15;140,6;7,28;36;68,3
;Hora: 10:10;142,1;7,27;36;66,7
;Hora: 14:45;143,6;7,19;36;60,8
;Hora: 18:35;145,1;7,23;36;64,6
;Hora: 23:40;144,2;7,21;34;67,2
;Hora: 03:58;142,7;7,16;34;62,4
1/7/2018;;;;;
;Hora: 06:25;142,9;7,23;36;65,8
;Hora: 10:25;140,3;7,26;36;69,4
;Hora: 15:15;140,9;7,19;36;70,5
;Hora: 18:35;141,6;7,28;36;65,2
;Hora: 23:20;142,7;7,20;36;68,6
;Hora: 04:06;143,6;7,37;36;62,6
2/7/2018;Hora: 06:28;;;;
;Hora: 07:48;146,9;7,29;38;48,5
;Hora: 11:58;202,0;7,23;38;68,6
;Hora: 15:15;143,8;7,24;36;63,2
;Hora: 18:35;145,3;7,20;36;60,7
;Hora: 23:48;146,8;7,18;36;66,2
;Hora: 04:27;144,8;7,27;36;63,4
3/7/2018;Hora: 06:28;;;;
