Planta Potabilizadora Nº3;;;;;
AÑO 2018;;;;;
;;;;;
DIA;HORA;CONDUCTIVIDAD (mS/cm);pH;ALCALINIDAD (ppm CaCO3);TURBIDEZ (UNT)
;Hora: 22:20;127,4;7,44;34;32,1
;Hora: 03:55;128,1;7,45;34;30,8
28/9/2018;Hora: 06:25;;;;
;Hora: 07:52;116,8;7,38;30;33,2
;Hora: 11:23;124,9;7,38;30;27,8
;Hora: 14:20;128,1;7,36;32;30,8
;Hora: 19:15;130,6;7,38;32;31,9
;Hora: 22:35;132,0;7,40;32;31,2
;Hora: 04:00;130,9;7,37;32;29,2
29/9/2018;;;;;
;Hora: 07:23;124,7;7,34;30;33,9
;Hora: 10:48;130,0;7,37;30;36,5
;Hora: 14:15;136,1;7,40;32;38,4
;Hora: 19:10;133,8;7,43;32;37,6
;Hora: 22:45;132,1;7,38;32;36,4
;Hora: 03:35;130,9;7,41;32;38,2
30/9/2018;;;;;
;Hora: 07:28;124,3;7,48;30;41,6
;Hora: 11:08;141,7;7,50;30;54,7
;Hora: 14:20;146,3;7,46;32;52,9
;Hora: 18:30;143,9;7,46;32;50,6
;Hora: 23:00;142,4;7,46;32;49,4
;Hora: 03:40;143,7;7,49;32;50,6
1/10/2018;Hora: 06:15;;;;
;Hora: 08:16;170,4;7,54;34;52,8
;Hora: 11:24;172,8;7,43;34;29,0
;Hora: 14:15;177,2;7,40;32;31,9
;Hora: 18:40;181,2;7,41;32;35,4
;Hora: 22:25;182,3;7,43;32;36,9
;Hora: 03:45;181,2;7,45;32;34,2
2/10/2018;;;;;
;;;;;
;;;;;
;;;;;
;Hora: 18:13;180,8;7,47;30;57,5
;Hora: 22:15;172,1;7,42;30;56,9
;Hora: 03:50;173,5;7,47;30;57,1
3/10/2018;Hora: 06:25;;;;
;Hora: 08:16;194,9;7,32;32;37,6
;Hora: 11:28;193,9;7,48;32;25,6
;Hora: 15:23;194,7;7,57;32;36,5
;Hora: 19:26;190,8;7,56;32;35,2
;Hora: 22:20;197,1;7,53;32;36,2
;Hora: 03:50;201,0;7,50;32;37,9
4/10/2018;Hora: 06:24;;;;
;Hora: 08:09;189,5;7,36;32;37,8
;Hora: 11:16;189,1;7,48;32;34,6
;Hora: 15:23;190,1;7,47;32;32,8
;Hora: 18:53;188,7;7,44;32;35,2
;Hora: 22:45;191,7;7,46;32;35,8
;Hora: 03:50;197,3;7,48;32;38,1
5/10/2018;Hora: 06:27;;;;
;Hora: 08:22;186,9;7,36;32;32,7
;Hora: 11:24;181,7;7,52;32;30,9
;Hora: 15:23;186,3;7,54;32;29,6
;Hora: 19:28;179,1;7,57;32;37,4
;Hora: 23:15;180,1;7,51;32;40,1
;Hora: 03:50;183,4;7,53;32;38,9
6/10/2018;;;;;
;Hora: 07:47;188,6;7,46;32;32,4
;Hora: 10:55;189,6;7,41;32;38,6
;Hora: 15:24;177,9;7,45;32;33,5
;Hora: 19:33;174,9;7,47;32;34,2
;Hora: 22:25;180,1;7,45;32;37,3
;Hora: 03:55;181,6;7,47;32;35,4
7/10/2018;;;;;
;Hora: 08:27;183,9;7,40;32;38,9
;Hora: 11:18;186,1;7,48;32;41,0
;Hora: 15:28;182,8;7,46;32;34,7
;Hora: 19:21;183,1;7,47;32;32,5
;Hora: 22:45;187,1;7,46;32;34,9
;Hora: 03:50;190,2;7,49;32;35,8
8/10/2018;Hora: 06:30;;;;
;Hora: 08:05;176,4;7,36;28;29,3
;Hora: 11:40;181,8;7,39;30;31,5
;Hora: 15:18;183,5;7,34;28;30,4
;Hora: 19:13;181,4;7,36;28;28,8
;Hora: 22:20;183,9;7,34;28;30,3
;Hora: 04:00;186,2;7,38;30;33,9
9/10/2018;;;;;
;Hora: 07:40;171,7;7,22;32;29,7
;Hora: 11:40;179,8;7,15;32;22,7
;Hora: 15:18;179,9;7,26;32;20,6
;Hora: 19:12;183,6;7,36;32;24,6
;Hora: 22:15;186,2;7,32;30;31,7
;Hora: 03:55;183,7;7,38;30;30,6
10/10/2018;Hora: 06:30;;;;
;Hora: 08:15;152,8;7,26;30;31,5
;Hora: 11:50;156,2;7,28;30;32,8
;Hora: 15:26;160,3;7,39;30;39,6
;Hora: 19:18;162,4;7,28;30;35,6
;Hora: 22:43;155,9;7,35;30;31,8
;Hora: 03:53;147,6;7,37;30;32,5
11/10/2018;Hora: 06:30;;;;
;Hora: 08:05;138,2;7,28;28;32,1
;Hora: 11:00;151,2;7,31;30;34,6
;Hora: 14:59;165,8;7,47;30;31,6
;Hora: 19:03;159,1;7,45;30;34,4
;Hora: 23:18;161,1;7,48;30;31,6
;Hora: 04:16;160,3;7,32;30;34,8
12/10/2018;Hora: 06:30;;;;
;Hora: 08:10;161,3;7,21;28;32,6
;Hora: 12:10;177,8;7,28;28;30,4
;Hora: 14:38;178,8;7,36;28;31,6
;Hora: 19:18;180,9;7,32;28;27,6
;Hora: 22:58;143,5;7,45;28;44,8
;Hora: 03:58;136,3;7,47;28;48,7
13/10/2018;;;;;
;Hora: 08:10;139,1;7,26;30;32,7
;Hora: 11:50;136,2;7,29;30;35,2
;Hora: 14:57;136,3;7,38;32;41,6
;Hora: 18:05;134,8;7,30;32;36,8
;Hora: 22:28;129,3;7,36;30;41,2
;Hora: 03:48;117,9;7,40;30;49,6
14/10/2018;;;;;
;Hora: 07:45;120,6;7,29;28;36,2
;Hora: 11:30;118,2;7,24;28;38,6
;Hora: 15:17;117,2;7,27;28;35,4
;Hora: 19:08;118,8;7,31;28;38,0
;Hora: 22:48;118,1;7,37;30;43,5
;Hora: 03:53;113,7;7,39;30;35,8
15/10/2018;;;;;
;Hora: 06:30;115,7;7,42;32;34,2
;Hora: 10:25;116,8;7,43;32;33,6
;Hora: 15:20;118,6;7,51;32;37,8
;Hora: 19:08;117,2;7,43;32;36,8
;Hora: 22:58;109,2;7,35;30;41,2
;Hora: 03:53;110,1;7,37;30;42,3
16/10/2018;Hora: 06:35;;;;
;Hora: 07:50;109,9;7,29;30;39,8
;Hora: 11:40;120,1;7,23;30;33,9
;Hora: 14:40;120,8;7,27;30;35,1
;Hora: 18:55;119,7;7,29;30;38,4
;Hora: 22:48;116,9;7,34;30;40,1
;Hora: 03:48;119,5;7,37;30;36,7
17/10/2018;Hora: 06:20;;;;
;Hora: 08:05;125,1;7,36;32;38,6
;Hora: 11:25;136,3;7,32;32;33,9
;Hora: 15:25;134,8;7,29;30;34,3
;Hora: 18:50;139,4;7,26;30;37,1
;Hora: 23:20;138,2;7,31;30;35,8
;Hora: 03:50;137,6;7,28;30;32,6
18/10/2018;Hora: 06:25;;;;
;Hora: 07:15;127,8;7,19;30;33,8
;Hora: 11:55;135,9;7,23;30;35,6
;Hora: 14:45;138,3;7,22;30;33,2
;Hora: 19:05;140,2;7,25;30;35,9
;Hora: 23:38;140,2;7,32;30;37,8
;Hora: 03:30;138,8;7,46;30;34,6
19/10/2018;Hora: 06:20;;;;
;Hora: 07:55;151,2;7,26;32;34,2
;Hora: 10:45;158,6;7,24;32;35,7
;Hora: 14:40;156,4;7,28;32;32,5
;Hora: 18:40;165,3;7,25;32;34,8
;Hora: 23:21;164,1;7,33;30;37,3
;Hora: 03:40;162,8;7,28;30;35,6
20/10/2018;;;;;
;Hora: 06:40;165,7;7,25;30;34,8
;Hora: 10:30;169,8;7,27;30;33,9
;Hora: 14:50;145,1;7,24;30;34,7
;Hora: 19:00;137,0;7,28;30;38,2
;Hora: 23:30;132,0;7,32;30;33,2
;Hora: 03:38;130,9;7,39;30;31,0
21/10/2018;;;;;
;Hora: 06:25;145,3;7,31;30;35,1
;Hora: 10:35;157,1;7,36;30;36,9
;Hora: 14:40;145,3;7,31;30;37,2
;Hora: 19:10;142,7;7,26;30;34,6
;Hora: 23:28;142,8;7,39;30;32,2
;Hora: 03:56;141,6;7,46;30;36,2
22/10/2018;Hora: 06:26;;;;
;Hora: 07:23;129,1;7,25;30;31,0
;Hora: 11:15;149,1;7,27;30;29,4
;Hora: 14:45;140,3;7,29;30;28,2
;Hora: 19:15;138,6;7,32;30;34,6
;Hora: 23:21;136,0;7,38;30;31,6
;Hora: 03:57;134,7;7,30;30;32,6
23/10/2018;Hora: 06:24;;;;
;Hora: 07:43;141,5;7,25;28;34,6
;Hora: 11:37;146,1;7,29;28;33,4
;Hora: 14:20;149,2;7,20;28;35,9
;Hora: 18:10;150,6;7,17;30;36,2
;Hora: 23:39;150,2;7,25;30;31,8
;Hora: 03:40;151,6;7,36;30;35,6
24/10/2018;Hora: 06:23;;;;
;Hora: 07:37;156,0;-;28;33,2
;Hora: 11:38;165,4;7,21;28;33,0
;Hora: 14:20;160,9;7,26;30;31,6
;Hora: 18:30;159,2;7,25;30;33,4
;Hora: 22:40;162,8;7,26;30;34,2
;Hora: 04:30;160,5;7,29;30;32,7
25/10/2018;Hora: 06:31;;;;
;Hora: 07:38;159,2;7,18;28;31,0
;Hora: 11:38;169,3;7,15;28;29,7
;Hora: 14:30;173,1;7,14;30;30,6
;Hora: 18:35;170,3;7,12;30;32,2
;Hora: 22:40;167,2;7,26;30;34,7
;Hora: 04:35;165,2;7,29;30;32,9
26/10/2018;Hora: 06:27;;;;
;Hora: 07:48;159,4;7,16;30;30,1
;Hora: 11:38;171,6;7,14;30;27,8
;Hora: 14:20;177,3;7,16;30;29,6
;Hora: 18:30;175,9;7,14;30;31,8
;Hora: 22:40;167,6;7,24;30;34,8
;Hora: 04:25;164,2;7,29;30;37,4
27/10/2018;;;;;
;Hora: 07:23;147,6;7,18;30;39,9
;Hora: 10:35;146,9;7,22;30;34,5
;Hora: 14:45;150,3;7,25;30;33,7
;Hora: 18:20;153,9;7,27;30;31,9
;Hora: 22:40;152,9;7,28;30;37,4
;Hora: 04:25;153,6;7,31;30;34,2
28/10/2018;;;;;
;Hora: 07:23;132,8;7,20;30;29,6
;Hora: 11:23;139,5;7,18;30;27,8
;Hora: 14:20;141,7;7,13;30;29,8
;Hora: 18:30;144,8;7,16;30;30,4
;Hora: 22:45;142,9;7,29;30;31,6
;Hora: 04:20;141,3;7,22;30;33,5
29/10/2018;Hora: 06:30;;;;
;Hora: 07:37;126,0;7,01;30;21,0
;Hora: 11:30;137,8;7,19;30;29,1
;Hora: 14:25;139,2;7,13;30;26,9
;Hora: 18:40;135,8;7,16;30;29,8
;Hora: 22:40;137,6;7,21;30;36,2
;Hora: 04:50;139,6;7,24;30;35,6
30/10/2018;Hora: 06:28;;;;
;Hora: 07:30;138,0;7,22;30;22,5
;Hora: 11:45;149,6;7,25;30;25,7
;Hora: 15:24;171,0;7,18;30;28,8
;Hora: 19:28;150,4;7,20;30;29,1
;Hora: 22:50;143,2;7,26;30;27,6
;Hora: 04:20;142,6;7,23;30;29,3
31/10/2018;;;;;
;Hora: 07:49;135,6;7,26;30;40,8
;Hora: 12:19;132,4;7,29;30;38,6
;Hora: 15:43;162,2;7,21;30;30,2
;Hora: 19:18;174,3;7,22;30;30,6
;Hora: 22:55;172,6;7,24;30;29,6
;Hora: 05:15;-;-;-;-
1/11/2018;Hora: 06:40;;;;
;Hora: 09:40;212,0;7,16;30;28,0
;Hora: 12:55;221,0;7,27;30;24,8
;Hora: 15:50;241,0;7,21;30;25,3
;Hora: 19:45;243,0;7,23;30;26,3
;Hora: 00:00;247,0;7,25;30;31,3
;Hora: 05:05;243,0;7,22;30;30,3
2/11/2018;;;;;
;Hora: 09:45;236,0;7,29;30;31,0
;Hora: 13:29;248,0;7,21;30;28,1
;Hora: 16:55;248,0;7,30;30;38,1
;Hora: 20:25;229,0;7,28;30;53,9
;Hora: 00:15;230,0;7,24;30;49,3
;Hora: 05:05;235,0;7,27;30;51,2
3/11/2018;;;;;
;Hora: 09:58;230,0;7,36;30;50,6
;Hora: 12:30;226,0;7,21;30;45,6
;Hora: 16:30;145,8;7,35;30;93,8
;Hora: 20:25;140,0;7,37;32;108,0
;Hora: 00:00;141,7;7,35;30;103,0
;Hora: 05:08;147,3;7,33;30;102,0
4/11/2018;;;;;
;Hora: 09:50;145,1;7,31;30;100,0
;Hora: 13:40;148,0;7,38;30;105,0
;Hora: 16:50;153,3;7,30;32;96,5
;Hora: 20:40;143,3;7,29;32;98,1
;Hora: 00:20;148,9;7,37;32;94,8
;Hora: 05:00;145,9;7,35;30;97,1
5/11/2018;Hora: 06:30;;;;
;Hora: 09:40;151,7;7,22;30;93,7
;Hora: 12:15;161,6;7,26;32;86,4
;Hora: 16:00;166,0;7,28;32;88,1
;Hora: 19:25;160,9;7,26;32;84,5
;Hora: 00:15;157,4;7,24;30;92,3
;Hora: 04:55;153,9;7,26;30;91,7
6/11/2018;Hora: 06:20;;;;
;Hora: 09:15;157,2;7,28;32;91,6
;Hora: 13:00;151,3;7,24;32;88,4
;Hora: 17:10;153,6;7,33;32;89,0
;Hora: 20:59;152,1;7,39;32;96,2
;Hora: 23:55;151,4;7,28;30;89,9
;Hora: 04:15;150,7;7,30;30;91,7
7/11/2018;Hora: 06:30;;;;
;Hora: 10:00;191,3;7,25;34;78,4
;Hora: 12:50;203,0;7,21;34;73,2
;Hora: 16:58;206,0;7,39;32;70,8
;Hora: 21:02;208,0;7,21;32;73,6
;Hora: 00:40;208,0;7,18;34;76,7
;Hora: 04:30;209,0;7,20;34;74,3
8/11/2018;;;;;
;Hora: 07:35;210,0;7,26;34;78,1
;Hora: 13:15;227,0;7,29;34;70,4
;Hora: 16:59;224,0;7,21;34;78,6
;Hora: 21:29;228,0;7,29;34;71,6
;Hora: 23:40;219,0;7,20;34;75,8
;Hora: 04:25;211,0;7,21;34;67,5
9/11/2018;Hora: 06:30;;;;
;Hora: 09:25;216,0;7,28;34;68,3
;Hora: 13:00;226,0;7,28;34;70,6
;Hora: 16:50;236,0;7,32;32;75,6
;Hora: 20:50;230,0;7,21;32;73,2
;Hora: 23:40;203,0;7,21;32;66,7
;Hora: 04:38;202,0;7,20;32;69,8
10/11/2018;;;;;
;Hora: 07:55;203,0;7,25;34;64,8
;Hora: 12:15;207,0;7,22;34;61,9
;Hora: 16:55;214,0;7,18;32;68,6
;Hora: 20:59;216,0;7,21;32;70,6
;Hora: 23:40;192,8;7,18;32;66,9
;Hora: 04:45;197,1;7,19;32;62,5
11/11/2018;;;;;
;Hora: 07:45;202,0;7,24;34;64,3
;Hora: 12:20;206,0;7,26;34;69,5
;Hora: 16:40;204,0;7,21;32;72,6
;Hora: 20:49;208,0;7,26;32;66,2
;Hora: 23:45;193,5;7,16;32;54,6
;Hora: 04:35;218,0;7,18;32;49,5
12/11/2018;Hora: 06:25;;;;
;Hora: 09:15;215,0;7,10;36;43,9
;Hora: 13:00;219,0;7,07;36;47,8
;Hora: 16:10;224,0;7,18;34;40,8
;Hora: 20:48;230,0;7,29;34;41,8
;Hora: 23:50;211,0;7,14;32;44,8
;Hora: 04:45;210,0;7,15;32;41,6
13/11/2018;Hora: 06:20;;;;
;Hora: 09:10;217,0;7,10;34;40,1
;Hora: 12:50;228,0;7,07;36;37,1
;Hora: 15:00;243,0;7,11;36;39,7
;Hora: 20:00;240,0;7,15;36;38,4
;Hora: 23:50;224,0;7,16;34;53,9
;Hora: 04:40;206,0;7,15;34;52,3
14/11/2018;Hora: 06:30;;;;
;Hora: 09:10;206,0;7,13;36;57,2
;Hora: 13:05;206,0;7,09;36;57,8
;Hora: 15:10;209,0;7,19;34;59,3
;Hora: 19:55;217,0;7,13;34;58,9
;Hora: 00:58;214,0;7,19;36;51,8
;Hora: 04:00;210,0;7,29;36;59,6
15/11/2018;Hora: 06:20;;;;
;Hora: 08:55;188,0;7,15;36;67,1
;Hora: 12:55;189,3;7,17;36;83,1
;Hora: 15:10;192,3;7,19;36;81,6
;Hora: 20:25;194,8;7,22;36;84,2
;Hora: 01:00;192,6;7,24;36;80,8
;Hora: 05:39;193,1;7,27;36;76,8
16/11/2018;;;;;
;Hora: 08:20;173,5;7,20;38;148,0
;Hora: 12:00;182,6;7,24;38;157,0
;Hora: 15:40;188,2;7,21;36;169,0
;Hora: 19:45;181,3;7,24;36;183,0
;Hora: 01:40;180,6;7,40;36;198,0
;Hora: 04:40;178,8;7,36;36;200,0
17/11/2018;;;;;
;Hora: 08:00;181,9;7,27;36;207,0
;Hora: 12:45;182,7;7,22;36;210,0
;Hora: 16:15;182,4;7,26;38;242,0
;Hora: 19:45;170,3;7,29;36;289,0
;Hora: 01:05;172,8;7,36;38;296,0
;Hora: 04:50;170,6;7,32;38;281,0
18/11/2018;;;;;
;Hora: 08:05;173,9;7,35;38;289,0
;Hora: 12:00;176,2;7,29;38;280,0
;Hora: 15:50;174,9;7,23;38;265,0
;Hora: 19:40;159,1;7,26;38;259,0
;Hora: 00:58;154,8;7,26;38;280,0
;Hora: 04:50;152,6;7,30;38;294,0
19/11/2018;;;;;
;Hora: 08:30;132,6;7,30;38;250,0
;Hora: 12:35;140,5;7,28;38;230,0
;Hora: 15:35;147,2;7,24;38;207,0
;Hora: 20:20;149,5;7,22;38;191,0
;Hora: 01:03;148,9;7,20;38;190,0
;Hora: 04:55;150,6;7,29;38;204,0
20/11/2018;Hora: 06:23;;;;
;Hora: 09:40;154,6;7,12;32;160,0
;Hora: 12:45;159,2;7,18;32;151,0
;Hora: 15:20;160,6;7,16;34;149,0
;Hora: 20:05;166,9;7,19;34;153,0
;Hora: 01:30;162,6;7,17;34;152,0
;Hora: 05:30;163,1;7,22;34;168,0
21/11/2018;Hora: 06.30;;;;
;Hora: 09:45;162,9;7,14;32;128,0
;Hora: 13:13;180,0;7,15;32;113,0
;Hora: 15:35;169,9;7,20;34;128,0
;Hora: 19:45;173,6;7,12;34;136,0
;Hora: 23:50;172,5;7,23;32;112,0
;Hora: 05:00;170,9;7,25;32;109,0
22/11/2018;Hora: 06:20;;;;
;Hora: 09:40;188,6;7,12;34;100,0
;Hora: 12:40;182,9;7,10;32;98,8
;Hora: 15:30;183,7;7,17;34;102,0
;Hora: 20:35;185,4;7,20;34;106,0
;Hora: 00.45;196,2;7,24;38;107,0
;Hora: 05.15;211,0;7,22;38;104,0
23/11/2018;;;;;
;Hora: 08:40;209,0;7,19;34;113,0
;Hora: 12:50;216,0;7,17;36;92,4
;Hora: 16:15;213,0;7,13;34;99,7
;Hora: 20:05;219,0;7,19;34;102,0
;Hora: 23:45;228,0;7,25;34;97,9
;Hora: 05:20;232,0;7,22;34;102,0
24/11/2018;;;;;
;Hora: 07:48;214,0;7,15;34;78,6
;Hora: 13:30;213,0;7,14;34;81,5
;Hora: 15:55;219,0;7,19;34;89,4
;Hora: 19:55;216,0;7,20;34;92,7
;Hora: 00:00;202,0;7,24;34;90,7
;Hora: 04:55;196,1;7,22;34;87,2
25/11/2018;;;;;
;Hora: 09.00;161,6;7,15;32;82,6
;Hora: 12:20;157,0;7,14;32;85,1
;Hora: 16:00;159,3;7,19;34;87,4
;No registró;166,7;7,22;34;90,2
;Hora: 00:30;159,8;7,23;32;74,2
;Hora: 05:00;153,1;7,26;32;78,4
26/11/2018;;;;;
;Hora: 09:50;163,6;7,22;32;70,1
;Hora: 13:38;162,6;7,18;32;65,6
;Hora: 15:30;138,9;7,17;34;68,9
;Hora: 19:40;174,3;7,23;34;72,6
;Hora: 00:15;138,6;7,22;32;54,8
;Hora: 05:05;135,1;7,27;32;51,2
27/11/2018;Hora: 06:15;;;;
;Hora: 09:30;131,4;7,27;32;51,8
;Hora: 13:00;134,6;7,22;32;54,6
;Hora: 16:55;123,8;7,02;30;52,8
;Hora: 20:05;126,0;7,05;30;59,5
;Hora: 23:45;125,7;7,24;32;54,8
;Hora: 05:10;127,4;7,21;32;52,3
28/11/2018;Hora: 06:33;;;;
;Hora: 10:20;126,1;7,08;30;70,1
;Hora: 13:20;128,6;7,18;30;76,8
;Hora: 15:50;128,5;7,11;30;67,8
;Hora: 20:05;128,7;7,10;30;66,5
;Hora: 00:05;131,9;7,09;32;79,8
;Hora: 04:55;133,6;7,13;32;80,4
29/11/2018;Hora: 06:28;;;;
;Hora: 09:14;130,8;7,25;30;61,8
;Hora: 12:25;128,4;7,21;30;66,2
;Hora: 16:38;129,7;7,07;30;62,7
;Hora: 19:55;125,5;7,08;30;68,4
;Hora: 23:45;137,4;7,11;32;74,2
;Hora: 04:45;138,4;7,13;32;72,4
30/11/2018;Hora: 06:40;;;;
;Hora: 10:25;122,8;7,05;30;72,7
;Hora: 13:29;123,6;7,12;30;70,6
;Hora: 16:00;126,6;7,12;30;60,0
;Hora: 20:00;127,0;7,13;30;58,1
;Hora: 23:45;130,1;7,15;32;64,8
;Hora: 04:35;132,9;7,19;32;66,8
1/12/2018;;;;;
;Hora: 10:15;132,8;7,29;30;68,2
;Hora: 13:15;130,8;7,28;30;60,3
;Hora: 16:50;127,6;7,13;30;55,7
;Hora: 20:55;125,3;7,12;30;51,4
;Hora: 23:50;128,6;7,15;32;58,7
;Hora: 04:50;131,7;7,18;32;60,1
2/12/2018;;;;;
;Hora: 09:50;131,8;7,28;32;62,8
;Hora: 12:56;130,8;7,21;32;60,8
;Hora: 16:45;126,1;7,16;30;50,6
;Hora: 20:50;128,1;7,14;30;62,5
;Hora: 00:05;129,6;7,18;32;53,4
;Hora: 04:50;130,6;7,13;32;56,8
3/12/2018;;;;;
;hora 08:40;126,2;7,18;30;46,2
;Hora: 13:10;129,1;7,15;30;46,2
;Hora: 16:20;131,5;7,11;30;46,9
;Hora: 19:56;131,5;7,12;30;45,6
;Hora: 23:45;137,8;7,17;32;49,8
;Hora: 04:45;135,6;7,15;30;48,3
4/12/2018;Hora: 06:17;;;;
;Hora: 10:00;131,2;7,21;30;46,2
;Hora: 13:05;134,3;7,17;30;50,6
;Hora: 15:08;136,0;7,24;30;54,8
;Hora: 20:55;134,8;7,20;30;52,8
;Hora: 00:35;136,4;7,19;30;57,9
;Hora: 04:50;137,2;7,13;30;56,8
5/12/2018;;;;;
;Hora: 08:40;135,6;7,12;30;49,2
;Hora: 12:50;136,6;7,16;30;51,3
;Hora: 16:00;138,1;7,13;30;56,7
;Hora: 19:45;137,6;7,15;30;57,4
;Hora: 00:10;139,0;7,20;30;59,2
;Hora: 05:10;140,9;7,17;30;58,4
6/12/2018;;;;;
;Hora: 07:40;137,4;7,21;30;53,8
;Hora: 13:05;136,4;7,13;30;52,1
;Hora: 17:00;135,7;7,16;30;59,2
;Hora: 20:40;136,2;7,19;30;60,2
;Hora: 23:55;135,8;7,15;30;61,4
;Hora: 05:05;137,3;7,12;30;62,5
7/12/2018;;;;;
;Hora: 08:35;133,7;7,22;34;109,0
;Hora: 12.40;140,6;7,25;34;123,0
;Hora: 16:30;142,6;7,24;32;128,0
;Hora: 19:45;140,7;7,26;32;132,0
;Hora: 00:10;141,3;7,20;32;135,0
;Hora: 05:15;140,8;7,23;32;137,0
8/12/2018;;;;;
;Hora: 07:50;139,7;7,18;32;145,0
;Hora: 12:30;142,8;7,24;32;157,0
;Hora: 15:45;141,2;7,27;32;163,0
;Hora: 19:50;147,3;7,22;32;203,0
;Hora: 23:55;145,2;7,25;32;225,0
;Hora: 05:05;144,6;7,28;32;229,0
9/12/2018;;;;;
;Hora: 07:55;140,6;7,24;34;224,0
;Hora: 12:20;146,8;7,21;34;213,0
;Hora: 15:40;145,3;7,26;32;239,0
;Hora: 20:45;147,2;7,23;32;247,0
;Hora: 23:45;149,0;7,25;32;250,0
;Hora: 04:55;151,2;7,28;32;251,0
10/12/2018;;;;;
;Hora: 07:45;154,2;7,19;34;202,0
;Hora: 13:00;154,3;7,22;36;325,0
;Hora: 16:10;152,9;7,27;34;301,0
;Hora: 19:55;151,7;7,22;34;300,0
;Hora: 00:10;152,1;7,26;34;306,0
;Hora: 04:50;153,3;7,28;34;310,0
11/12/2018;Hora: 06:25;;;;
;Hora: 09:45;169,3;7,21;38;242,0
;Hora: 13:05;167,2;7,26;38;253,0
;Hora: 17:15;162,8;7,21;36;295,0
;Hora: 20:00;164,9;7,24;36;321,0
;Hora: 23:55;166,1;7,26;36;324,0
;Hora: 05:10;165,4;7,22;36;322,0
12/12/2018;Hora: 06:25;;;;
;Hora: 08:20;160,3;7,22;38;289,0
;Hora: 12:20;146,2;7,20;38;326,0
;Hora: 16:20;147,2;7,23;36;310,0
;Hora: 20:45;149,1;7,28;36;265,0
;Hora: 23:45;150,1;7,30;36;270,0
;Hora: 04:55;151,8;7,26;36;279,0
13/12/2018;Hora: 06:20;;;;
;Hora: 08:25;153,1;7,20;34;171,0
;Hora: 12:15;159,5;7,22;38;232,0
;Hora: 16:00;162,6;7,19;38;255,0
;Hora: 20:15;160,3;7,23;36;242,0
;Hora: 00:30;152,9;7,20;36;281,0
;Hora: 05:10;164,1;7,22;36;286,0
14/12/2018;Hora: 06:20;;;;
;Hora: 09:25;172,6;7,21;40;242,0
;Hora: 12:15;178,4;7,17;38;236,0
;Hora: 16:20;176,9;7,19;38;248,0
;Hora: 20:40;178,2;7,16;38;259,0
;Hora: 00:40;180,6;7,18;38;261,0
;Hora: 00:15;183,4;7,26;38;266,0
15/12/2018;;;;;
;Hora: 08:35;181,2;7,31;38;271,0
;Hora: 12:00;180,6;7,26;38;284,0
;Hora: 16:05;168,4;7,15;38;271,0
;Hora: 20:30;166,4;7,12;38;259,0
;Hora: 00:20;164,2;7,18;38;260,0
;Hora: 05:10;166,4;7,22;38;264,0
16/12/2018;;;;;
;Hora: 08:05;163,4;7,26;38;283,0
;Hora: 11:40;166,2;7,21;38;279,0
;Hora: 16:00;169,3;7,18;38;247,0
;Hora: 20:35;166,8;7,22;38;213,0
;;;;;
;;;;;
17/12/2018;;;;;
;Hora: 07:30;157,9;7,28;36;193,0
;;;;;
;Hora: 16:15;166,2;7,21;36;203,0
;Hora: 20:15;164,8;7,14;36;196,0
;Hora: 00:00;168,1;7,19;36;190,0
;Hora: 04:35;166,1;7,22;36;194,0
18/12/2018;;;;;
;Hora: 07:20;153,4;7,21;34;195,0
;Hora: 11:55;144,1;-;34;163,0
;Hora: 15:50;146,2;7,27;36;182,0
;Hora: 20:00;147,3;7,22;36;190,0
;Hora: 23:45;145,1;7,22;36;183,0
;Hora: 04:40;149,2;7,27;36;190,0
19/12/2018;;;;;
;Hora: 07:10;135,2;7,18;34;161,0
;Hora: 12:00;140,8;7,27;32;168,0
;Hora: 16:25;142,7;7,23;34;161,0
;Hora: 19:40;147,1;7,19;34;167,0
;Hora: 00:20;134,8;7,21;34;142,0
;Hora: 05:05;137,4;7,14;34;148,0
20/12/2018;;;;;
;Hora: 07:25;138,2;7,26;32;132,0
;Hora: 11:45;151,1;7,13;32;116,0
;Hora: 15:50;159,2;7,12;34;124,0
;Hora: 19:40;153,4;7,16;34;131,0
;Hora: 00:15;148,2;7,16;32;137,0
;Hora: 04:45;146,8;7,19;32;134,0
21/12/2018;;;;;
;Hora: 07:30;151,8;7,21;32;127,0
;Hora: 11:40;141,6;7,18;32;143,0
;Hora: 16:10;142,9;7,17;32;140,0
;Hora: 20:10;140,6;7,13;32;147,0
;Hora: 00:15;146,8;7,21;32;139,0
;Hora: 04:50;147,2;7,16;32;145,0
22/12/2018;;;;;
;Hora: 08:15;143,9;7,22;32;145,0
;Hora: 13:15;142,3;7,25;32;149,0
;Hora: 16:00;144,3;7,19;32;147,0
;Hora: No registró;142,7;7,12;32;149,0
;Hora: 00:35;146,2;7,15;32;141,0
;Hora: 04:40;145,6;7,19;32;147,0
23/12/2018;;;;;
;Hora: 08:15;146,1;7,16;32;143,0
;Hora: 12:20;144,6;7,19;32;138,0
;Hora: 16:00;147,2;7,12;32;144,0
;Hora: 20:00;142,7;7,16;32;153,0
;Hora: 00:20;146,2;7,15;32;158,0
;Hora: 04:45;144,8;7,19;32;153,0
24/12/2018;;;;;
;Hora: 07:50;151,7;7,13;32;162,0
;Hora: 11:40;157,2;7,15;32;169,0
