PP3;;;;;
PERIODO 01  al 31 de ENERO de 2021;;;;;
;;;;;
DIA;HORA;CONDUCTIVIDAD (mS/cm);pH;ALCALINIDAD (ppm CaCO3);TURBIDEZ (UNT)
1/1/2021; 07:05;;;;
; 08:30;192,6;7,4;30;45,1
; 12:35;191,4;7,4;30;42,7
; 17:00;192,4;7,4;30;40,8
; 21:00;196,1;7,4;30;46,2
; 00:30;186,0;7,4;30;41,6
; 05:00;185,1;7,4;30;45,9
2/1/2021; 06:50;;;;
; 08:55;224;7,4;32;42,6
; 12:35;220;7,4;32;45,8
; 17:00;236;7,4;32;41,6
; 21:00;221;7,4;32;35,1
; 00:35;267;7,4;30;43,6
; 04:35;314;7,4;30;46,8
3/1/2021; 06:30;;;;
; 08:05;349;7,4;30;46,4
; 12:40;426;7,4;30;48,3
; 17:00;421;7,4;30;43,6
; 20:38;418;7,4;30;52,1
; 01:00;412;7,4;30;43,3
; 04:40;418;7,4;30;49,6
4/1/2021; 06:30;;;;
; 09:20;478;7,6;36;54,7
; 12:30;497;7,6;36;57,2
; 16:09;483;7,6;36;53,8
; 20:00;473;7,6;36;40,3
; 00:00;471;7,6;36;50,1
; 05:05;477;7,6;36;47,1
5/1/2021; 06:15;;;;
; 08:35;384;7,4;32;37,2
; 12:55;381;7,4;32;36,1
; 16:30;384;7,4;32;38,4
; 20:35;395;7,4;32;36,8
;  00:35;361;7,6;32;37,2
; 04:30;326;7,6;32;38,9
6/1/2021; 06:15;;;;
; 09:20;367;7,2;34;36,3
; 12:10;373;7,4;34;38,6
; 16:25;378;7,4;32;40,2
; 20:35;385;7,4;32;41,6
; 00:40;336;7,4;32;60,1
; 04:50;330;7,4;32;63,1
7/1/2021; 07:00;;;;
;  09::00;300;7,4;38;103
; 12:38;340;7,4;38;110
; 16:30;345;7,4;40;119
; 20:40;349;7,4;40;126
; 00:29;338;7,4;42;191
; 04:38;342;7,4;42;236
8/1/2021;;;;;
;" 09:;00";363;7,4;44;261
; 12:00;375;7,4;44;292
; 16:40 ;379;7,4;44;336
; 20:35;372;7,4;42;349
; 00:29;364;7,4;42;411
; 04:50;373;7,4;42;430
9/1/2021; 06:10;;;;
;-;366;7,4;42;431
; 13:10;370;7,4;42;428
; 16:35;406;7,4;44;392
; 20:40;432;7,4;42;381
; 00:58;351;7,4;42;381
; 05:00;361;7,4;42;361
10/1/2021; 06:30;;;;
; 08:40;380;7,2;42;461
; 12:50;362;7,2;42;469
; 16:30;368;7,4;42;419
; 20:35;345;7,4;42;428
; 00:58;361;7,4;42;486
; 05:02;352;7,4;42;458
11/1/2021; 06:40;;;;
; 08:35;391;7,4;48;333
; 12:50;388;7,4;48;360
; 16:20;342;7,4;46;406
; 20:45;324;7,4;44;398
; 01:00;402;7,4;44;415
; 04:49;393;7,4;44;426
12/1/2021; 06:15;;;;
; 08:40;340;7,4;46;385
; 12:55;346;7,4;46;382
; 17:30;341;7,4;46;389
;  20:55;346;7,4;46;398
; 00:25;333;7,4;46;306
; 04:48;325;7,4;46;374
13/1/2021; 06:20;;;;
; 08:35;329;7,6;46;396
; 13:20;328;7,6;46;399
; 16:35;330;7,6;46;416
; 20:30;322;7,6;46;483
; 00:05;290;7,6;46;526
; 04:35;254;7,6;-;702
14/1/2021; 06:50;;;;
; 09:20;221;7,6;46;942
; 13:25;220;7,6;46;950
; 16:50;223;7,8;52;885
; 20:45;220;7,6;52;911
; 00:40;223;7,6;50;1056
; 04:30;218;7,6;50;1315
15/1/2021; 06:55;;;;
; 08:25;198,1;7,8;52;1338
; 13:50;196,7;7,8;48;1234
; 17:11;194,1;7,8;48;1289
; 21:18;197,1;7,8;48;1326
; 00:35;226;7,6;50;1316
; 04:35;220;7,6;50;1308
16/1/2021; 06:05;;;;
; 09:50;187,5;7,6;48;1262
; 12:35;189,4;7,6;48;1274
; 16:25;191,2;7,6;48;1292
; 20:25;189,6;7,6;50;1336
; 00:30;188,3;7,6;48;1267
; 04:50;186,9;7,6;48;1283
17/1/2021; 06:45;;;;
; 09:50;187,5;7,6;48;1262
; 13:10;189,4;7,6;48;1262
; 16:55;180,6;7,6;48;1220
;-;181,9;7,6;48;1236
; 00:40;186,4;7,6;48;1342
; 04:35;179,6;7,6;50;1359
18/1/2021; 06:25;;;;
; 09:00;168,6;7,6;46;1246
; 13:17;166,4;7,4;46;1174
; 16:25;163,7;7,6;46;1270
; 20:50;160,8;7,6;46;1230
; 00:35;174,9;7,6;46;1321
;  04:20;178,2;7,6;46;1298
19/1/2021; 06:15;;;;
; 08:30;175,6;7,6;44;1064
;-;175,5;7,6;44;1087
;  16:50;176,8;7,6;46;1090
;-;179,3;7,6;46;1162
; 00:30;182,2;7,6;46;1246
; 04:35;181,4;7,6;46;1215
20/1/2021; 06:20;;;;
; 08:48;195,5;7,6;42;1320
; 13:15;219;7,6;42;1266
; 16:45;212;7,6;46;1261
; 20:50;210;7,6;46;1231
; 00:30;225;7,6;46;1126
; 04:40;231;7,6;46;1239
21/1/2021; 06:20;;;;
; 09:20;218;7,6;44;1256
; 12:55;228;7,6;44;1198
; 17:05;218;7,8;46;977
;-;220;7,8;46;970
; 00:40;220;7,6;46;986
; 04:50;217;7,6;44;981
22/1/2021; 06:20;;;;
; 08:50;197,0;7,6;44;1301
; 13:08;195,0;7,6;44;1208
; 17:10;188,7;7,6;42;1149
; 20:50;190,6;7,6;42;1131
; 01:00;191,3;7,6;42;1216
; 04:29;192,1;7,6;42;1328
23/1/2021; 06:30;;;;
; 09:10;183,3;7,6;42;1085
; 13:38;185,0;7,6;42;1120
; 16:55;182,9;7,6;44;1116
; 20:45;180,9;7,6;44;1090
; 00:55;176,8;7,6;44;980
; 05:10;179,1;7,6;44;974
24/1/2021; ;;;;
; 08:55;180,8;7,6;44;1128
; 13:20;185,1;7,6;44;1236
; 16:55;183,9;7,4;42;1260
; 20:40;188,6;7,4;42;1220
; 00:49;185,8;7,4;42;1123
; 04:30;188,2;7,4;42;1210
25/1/2021; 06:30;;;;
; 08:40;177,2;7,6;42;931
; 13:20;185,1;7,6;44;1236
; 17:25;169,2;7,4;44;1284
; 21:15;170,6;7,4;44;1288
; 00:50;178,5;7,4;44;1256
; 04:55;180,4;7,4;44;1216
26/1/2021; 06:20;;;;
; 08:45;176,4;7,6;40;1237
; 13:05;174,2;7,6;40;1225
; 17:08;176,2;7,6;40;1321
; 20:25;302;7,6;42;1106
; 11:40;351;7,6;40;1186
; 04:40;415;7,6;40;1203
27/1/2021; 06:15;;;;
;  08:30;418;7,6;48;1298
; 12:20;507;7,8;48;1253
; 16:26;506;7,6;48;1056
; 20:00;510;7,6;48;1106
; 00:50;613;7,6;46;1030
; 05:05;611;7,6;46;1108
28/1/2021; 06:20;;;;
; 08:28;714;7,6;52;1062
; 12:35;875;7,6;54;705
; 16:35;910;7,6;52;1054
; 20:15;926;7,6;52;1071
; 01:20;730;7,6;52;1364
; 05:05;736;7,6;52;1370
29/1/2021; 06:20;;;;
; 08:45;465;7,6;48;1224
;  13:15;410;7,6;44;1220
; 16:00;323;7,6;46;1329
; 21:00;340;7,6;46;1386
; 00:50;399;7,6;48;1120
; 05:00;403;7,6;48;1182
30/1/2021; 07:00;;;;
; 08:45;266;7,6;42;1210
; 13:15;253;7,6;42;1236
;  16:40;262;7,6;42;1286
; 20:38;251;7,6;42;1306
; 01:00;268;7,6;48;1180
; 05:10;270;7,6;48;1130
31/1/2021; 06:50;;;;
; 08:30;210;7,6;40;1196
; 12:30;189,3;7,6;40;1135
; 16:50;190,8;7,6;40;1080
; 21:00;191,6;7,6;40;1068
; 00:40;210;7,6;44;1190
; 04:50;206;7,6;44;1182
1/2/2021; 06:20;;;;
; 07:35;170;7,4;36;1030
; 12:20;166;7,4;36;998
; 16:30;187;7,6;38;988
; 20:00;182;7,6;38;1004
; 00:18;178;7,6;40;1021
; 04:00;180;7,6;40;1106
2/2/2021; 06:15;;;;
; 08:10;183;7,6;40;1214
; 12:15;184;7,6;40;1248
; 15:50;175;7,6;40;1268
; 20:00;175;7,6;40;1086
; 00:50;182;7,4;40;1106
; 04:50;181;7,4;40;1170
3/2/2021; 06:15;;;;
; 08:10;183;7,6;40;1214
; 12:15;184;7,6;40;1248
; 15:50;175;7,6;40;1268
; 20:00;175;7,6;40;1086
; 00:50;182;7,4;40;1106
; 04:50;181;7,4;40;1170
4/2/2021; 06:30;;;;
; 09:02;158;7,6;38;1026
; 12:50;160;7,6;36;1130
; 17:15;161;7,4;36;1016
; 21:10;161;7,4;36;1052
; 00:05;165;7,6;38;1079
; 05:00;167;7,6;38;1127
5/2/2021; 06:15;;;;
; 07:27;157;7,6;36;1038
; 12:30;154;7,4;34;1056
; 16:05;172;7,4;36;947
; 20:25;168;7,4;36;967
; 00:50;164;7,4;36;936
; 05:15;162;7,4;36;920
6/2/2021; 06:35;;;;
; 09:10;146;7,4;34;937
; 13:05;149;7,4;34;806
; 17:15;150;7,4;36;785
; 20:40;151;7,4;36;780
; 00:10;148;7,4;36;902
; 05:00;142;7,4;36;896
7/2/2021; 06:35;;;;
; 08:10;136;7,4;34;739
; 12:40;132;7,4;34;731
; 17:15;131;7,6;34;720
; 20:50;128;7,6;34;726
; 00:20;137;7,4;36;817
; 05:00;145;7,4;36;827
8/2/2021; 06:30;;;;
; 09:30;143;7,4;34;674
; 13:25;149;7,4;34;651
; 16:24;144;7,4;36;709
; 20:00;150;7,4;38;728
; 00:00;144;7,4;36;784
; 05:00;147;7,4;36;796
9/2/2021; 06:20;;;;
; 08:40;158;7,4;38;713
; 12:30;201;7,4;36;731
; 16:10;158;7,4;34;758
; 22:55;157;7,4;34;721
; 00:15;157;7,4;36;716
; 05:00;153;7,4;36;723
10/2/2021; 06.40;;;;
; 08.00;163;7,4;36;710
; 12:30;166;7,4;36;654
; 16:00;155;7,4;34;713
; 21:00;158;7,4;36;899
; 00:40;161;7,4;36;906
; 04:50;158;7,4;36;930
11/2/2021; 06:30;;;;
; 08:20;170;7,4;36;808
; 13:00;175;7,4;40;670
; 16:00;175;7,4;38;693
;  20:40;171;7,4;38;719
; 00:45;172;7,4;38;726
;  04:50;171;7,4;38;751
12/2/2021; 06:50;;;;
; 08:35;183;7,4;40;778
; 12:30;180;7,4;40;743
; 16:20;165;7,4;40;762
; 20:45;168;7,4;40;749
; 00:30;161;7,4;40;741
; 04:50;163;7,4;40;762
13/2/2021; ;;;;
; 08:40;177;7,4;42;745
; 12:12;178;7,4;42;687
; 16:20;180;7,4;40;702
; 20:40;183;7,4;40;714
; 00:55;181;7,4;40;726
; 05:05;183;7,4;40;720
14/2/2021;0,00;;;;
; 08:20;175;7,6;40;720
; 12:20;172;7,6;40;717
; 16:05;175;7,4;40;741
; 20:30;179;7,4;40;729
; 00:35;190;7,6;40;735
; 04:55;188;7,4;40;746
15/2/2021; 06:10;;;;
; 08:30;187;7,4;40;746
; 12:00;209;7,6;42;729
; 16:35;198;7,6;40;746
;  20:35;201;7,6;40;725
;  01:05;199;7,4;40;760
;  04:55;200;7,4;40;766
16/2/2021; 06:35;;;;
; 08:35;209;7,4;42;355
; 12:50;204;7,2;42;349
; 16:30;203;7,2;42;360
; 20:20;209;7,2;42;349
; 01:00;210;7,2;42;356
; 04:40;212;7,2;42;351
17/2/2021; 06:20;;;;
; 09:02;184;7,4;40;361
; 13:45;187;7,4;44;355
; 16:25;183;7,4;42;419
; 21:00;185;7,4;40;428
;  00:25;181;7,4;42;455
; 04:30;178;7,4;42;467
18/2/2021; 06:40;;;;
; 08:35;168;7,4;44;516
; 12:13;165;7,4;44;482
; 16:00;162;7,4;46;487
; 20:56;166;7,4;46;526
; 00:20;163;7,4;42;683
; 04:35;164;7,4;42;661
19/2/2021; 07:20;;;;
; 08:15;160;7,4;44;673
; 12:40;159;7,4;44;811
; 17:30;160;7,4;44;749
; 21:29;163;7,4;44;812
; 00:15;161;7,4;46;792
; 04:35;163;7,4;46;815
20/2/2021; 06:05;;;;
; 08:10;160;7,6;42;897
; 12:00;171;7,6;42;907
; 16:28;160;7,6;42;837
; 20:48;162;7,6;42;891
; 00:25;161;7,4;42;906
; 04:30;163;7,4;44;891
21/2/2021;;;;;
; 08:15;165;7,4;42;897
; 12:05;167;7,4;42;907
; 16:55;166;7,4;42;950
; 21:00;165;7,4;42;933
; 00:30;168;7,4;42;953
; 04:30;169;7,4;44;910
22/2/2021; 06:45;;;;
; 08:00;177;7,4;46;936
; 13:10;180;7,4;46;1019
; 16:20;181;7,4;44;976
; 19:24;179;7,4;46;1002
; 00:40;201;7,4;44;872
; 04:35;205;7,4;42;895
23/2/2021; 06:46;;;;
; 09:39;211;7,4;50;931
; 13:50;-;-;-;-
; 16:40;178;7,4;50;930
; 21:00;178;7,4;50;976
; 00:30;203;7,4;50;935
; 04:40;201;7,4;50;917
24/2/2021; 06:10;;;;
; 07:45;184;7,4;50;938
; 13:10;181;7,4;50;926
; 16:00;179;7,4;50;930
; 20:30;178;7,4;50;946
; 00:56;179;7,4;50;919
; 04:30;180;7,4;50;946
25/2/2021; 06:26;;;;
; 09:10;176;7,4;50;953
; 12:23;177;7,4;52;932
; 16:20;177;7,4;46;984
; 20:45;177;7,4;46;976
; 00:29;185;7,4;46;921
; 04:30;179;7,4;46;976
26/2/2021; 06:46;;;;
; 09:07;176;7,4;48;881
; 13:50;176;7,4;50;956
; 16:20;177;7,4;48;1018
; 20:40;173;7,4;48;1029
; 01:00;174;7,4;48;1066
; 05:00;172;7,4;48;1033
27/2/2021; 06:20;;;;
; 09:18;177;7,4;52;912
; 13:29;178;7,4;52;966
; 16:15;172;7,4;48;941
; 20:05;173;7,4;48;960
; 00:40;175;7,4;48;977
; 05:00;176;7,4;48;933
28/2/2021;;;;;
; 08:45;172;7,4;46;940
; 12:25;174;7,4;46;923
; 16:20;177;7,4;46;932
; 20:05;173;7,4;46;966
; 00:58;175;7,4;46;930
; 05:00;179;7,4;46;944
1/3/2021; 06:15;;;;
; 08:10;190;7,6;50;943
; 11:30;191;7,6;52;989
; 15:40;193;7,4;50;877
; 19:50;190;7,4;50;901
; 01:00;192;7,4;52;960
; 04:40;187;7,4;52;986
2/3/2021; 06:45;;;;
; 09:00;205;7,4;50;1039
; 12:40;208;7,4;50;1067
; 15:35;209;7,4;52;989
; 19:50;198;7,4;52;995
; 00:29;196;7,4;52;951
; 05:00;195;7,4;52;986
3/3/2021; 06:15;;;;
; 07:25;190;7,6;50;900
; 12:20;197;7,6;52;992
; 17:40;189;7,4;56;1037
; 21:05;195;7,4;56;998
; 00:10;194;7,4;52;1011
; 05:05;191;7,4;52;1017
4/3/2021; 06:45;;;;
; 08:20;192;7,6;56;1058
; 12:50;198;7,6;52;1026
; 15:50;205;7,6;52;962,6
; 20:30;201;7,4;52;992
; 00:50;196;7,4;52;1020
; 04:48;194;7,4;54;1069
5/3/2021; 06:15;;;;
; 7:55;207;7,6;54;1022
; 12.00;211;7,6;54;1090
; 16:12;208;7,6;54;1033
; 19:55;216;7,6;54;1079
; 00:25;209;7,6;52;1046
; 05:10;213;7,6;52;1083
6/3/2021; 06:20;;;;
; 08.40;238;7,6;54;1126
; 12:25;244;7,6;54;1160
; 16:20;233;7,6;52;1201
; 19:45;240;7,6;52;1236
; 00:00;241;7,6;52;1132
; 05.00;245;7,6;52;1140
7/3/2021; 06:35;;;;
; 08:20;249;7,6;54;1146
; 12:10;251;7,6;54;1115
; 16:25;247;7,6;54;1138
; 20:40;252;7,6;54;1165
; 00:20;241;7,6;52;1148
; 05.00;247;7,6;52;1176
8/3/2021; 06:20;;;;
; 07:20;233;7,6;58;1158
; 12:58;229;7,6;58;1181
; 16:05;233;7,6;52;1143
; 20:20;230;7,6;52;1139
; 00:10;231;7,6;52;1108
; 05:10;234;7,6;52;1127
9/3/2021; 06:28;;;;
; 08:30;219;7,6;54;1152
; 12:00;212;7,6;54;1153
; 17:15;206;7,6;56;1189
; 20:20;212;7,6;56;1241
; 00:20;210;7,6;52;1137
; 05:05;214;7,6;52;1206
10/3/2021; 06:28;;;;
; 09:30;206;7,6;52;1109
; 13:20;213;7,6;52;1129
; 17:50;209;7,6;52;946,7
; 21:10;206;7,6;52;1306
; 01:25;205;7,6;52;1230
;  04:55;201;7,6;52;1266
11/3/2021; 06:20;;;;
; 10:00;201;7,6;52;1298
; 13:10;203;7,6;52;1283
; 16:50;200;7,6;50;1306
; 21:15;198;7,6;50;1320
; 00:40;200;7,6;50;1356
; 04:50;201;7,6;50;1378
12/3/2021; 06:20;;;;
; 09:08;202;7,6;50;1336
; 13:20;198;7,6;50;1302
; 17:45;204;7,6;50;1286
; 21:09;190;7,6;50;1129
; 00:40;199;7,6;50;1236
; 05:05;198;7,6;50;1246
13/3/2021; 06:30;;;;
; 08:30;196;7,6;50;1050
;  13:10;198;7,6;50;1489
;  16:10;201;7,6;50;1513
; 20:20;200;7,6;50;1539
; 01:05;201;7,6;50;1498
; 05:15;203;7,6;50;1506
14/3/2021; 07:29;;;;
; 09:55;208;7,6;50;1510
; 13:19;203;7,6;50;1476
; 17:10;205;7,6;52;1430
; 20:50;204;7,6;52;1456
; 00:55;205;7,6;52;1392
; 05:00;206;7,6;52;1376
15/3/2021; 07:50;;;;
; 08:20;184;7,8;50;1266
; 12:30;193;7,8;50;1328
;-;180;7,8;50;1301
; 21:15;191;7,8;50;1340
; 01:05;200;7,6;50;1412
; 05:00;197;7,6;50;1436
16/3/2021; 06:30;;;;
; 09:15;188;7,6;52;1084
; 13:00;212;7,6;52;1194
; 16:39;209;7,6;52;1286
; 20:30;213;7,6;52;1161
; 01:10;210;7,6;52;1180
; 04:50;213;7,6;52;1198
17/3/2021; 06:25;;;;
; 08:10;159;7,6;46;1108
; 12:20;173;7,6;46;1249
; 16:10;171;7,6;46;1206
; 20:00;171;7,6;42;1186
; 01:10;177;7,6;46;1226
; 03:05;178;7,6;46;1266
18/3/2021; 06:10;;;;
; 08:20;158;7,6;46;1184
; 13:35;157;7,6;46;1135
; 16:58;162;7,6;46;1121
; 20:40;163;7,6;46;1135
; 01:00;161;7,6;46;1289
; 04:40;162;7,6;46;1271
19/3/2021; 06:25;;;;
; 08:10;166;7,6;46;1040
; 12:40;170;7,6;46;1254
; 16:55;167;7,6;46;1181
; 21:08;166;7,6;48;1133
; 01:15;168;7,6;46;1266
; 05:10;171;7,6;46;1278
20/3/2021; 06:20;;;;
; 09:20;187;7,6;46;1300
; 13:12;184;7,6;46;1124
; 16:55;186;7,6;46;1139
; 21:20;187;7,6;46;1158
; 01:00;180;7,6;46;1082
; 05:00;182;7,6;46;1102
21/3/2021; 06:28;;;;
; 09:48;200;7,6;48;1302
; 13:28;191;7,6;46;1243
; 17:20;194;7,6;46;1280
; 21:01;196;7,6;46;1236
; 00:45;193;7,6;46;1240
; 05:0;191;7,6;46;1262
22/3/2021; 06:20;;;;
; 8:30;214;7,6;46;1098
; 12:55;213;7,8;46;1076
; 16:50;208;7,6;48;940
; 21:18;210;7,6;48;1060
; 01:39;207;7,6;48;1016
; 04:50;214;7,6;48;1071
23/3/2021; 06:25;;;;
; 09:05;221;7,6;50;1092
; 13:15;223;7,6;50;1119
; 16:30;224;7,6;50;1046
; 20:20;227;7,6;50;1072
; 00:15;227;7,6;50;1072
; 05:10;224;7,6;50;1107
24/3/2021; 06:27;;;;
; 08:58;262;7,6;48;1302
; 13:02;252;7,6;48;1158
; 16:30;254;7,6;50;1204
; 20:00;257;7,6;50;1137
; 00:50;254;7,6;50;1246
; 05:02;251;7,6;50;1206
25/3/2021; 06:20;;;;
; 08:48;269;7,6;50;1294
; 12:35;267;7,8;50;1280
; 16:24;267;7,8;48;1260
; 21:10;270;7,8;48;1207
; 01:00;266;7,8;48;1219
; 04:50;288;7,8;48;1280
26/3/2021; 06:20;;;;
; 08:10;295;7,6;46;1326
; 13:05;279;7,6;46;1298
;  17:05;273;7,8;50;1200
; 21:00;280;7,8;50;1276
; 00:49;283;7,8;50;1255
;  05:00;276;7,8;50;1273
27/3/2021;  06:20;;;;
; 08:30;288;7,6;50;1176
;  12:55;286;7,6;50;1190
; 16:20;281;7,6;50;1206
; 20:10;286;7,6;50;1242
;  01:00;274;7,6;50;1261
; 05:03;267;7,6;50;1239
28/3/2021; 06:25;;;;
; 08:50;282;7,6;50;1224
; 13:15;281;7,6;50;1236
;  16:00;1146;7,6;70;948
; 20:10;1166;7,6;70;952
;  00:51;1152;7,6;70;976
; 05:00;1146;7,6;70;951
29/3/2021; 06:25;;;;
;  09:10;962;7,6;70;1022
; 13:10;948;7,6;66;1038
;  15:45;710;7,6;60;998
; 19:20;503;7,6;50;1177
; 00:49;526;7,6;50;1149
; 05:01;517;7,6;50;1176
30/3/2021; 06:30;;;;
; 09:05;387;7,6;50;1128
; 12:40;367;7,6;50;1107
; 16:35;340;7,6;50;1301
; 21:00;338;7,6;50;1286
; 01:00;332;7,6;50;1086
; 05:02;329;7,6;50;1050
31/3/2021; 06:20;;;;
; 08:00;256;7,6;48;860
; 12:55;237;7,6;46;965
; 16:25;212;7,6;50;887
;-;215;7,6;50;905
; 00:45;219;7,6;50;876
; 04:55;221;7,6;50;886
01/04/21; 06:15;;;;
; 09:00;183;7,6;46;949
; 12:35;180;7,6;46;961
; 16:50;191;7,6;48;970
; 20:45;188;7,6;48;979
; 00:10;188;7,6;44;915
; 04:30;185;7,6;44;932
02/04/21; 06:25;;;;
; 08:35;189;7,6;44;936
; 12:20;186;7,6;44;982
; 16:50;183;7,6;46;1080
; 20:45;182;7,6;46;1126
; 00:55;188;7,6;46;1146
; 04:50;189;7,6;46;1172
03/04/21; ;;;;
; 08:40;188;7,6;42;992
; 12:30;186;7,6;42;981
; 16:55;190;7,6;42;956
; 20:45;191;7,6;42;960
; 00:10;190;7,6;42;975
; 04:45;193;7,6;42;942
04/05/21; 06:40;;;;
; 08:05;185;7,6;42;948
; 12:30;189;7,6;42;976
; 17:05;187;7,6;44;981
; 20:45;185;7,6;44;976
; 02:10;194;7,6;44;1112
; 05:05;191;7,6;44;1106
05/04/21; 06:30;;;;
; 08.30;187;7,6;50;850
; 12:50;186;7,6;50;892
; 15:30;186;7,6;48;864
; 20:50;188;7,6;48;991
; 23:35;187;7,6;48;989
;0,21;-;-;-;-
06/04/21; 07.00;;;;
; 09:05;180;7,6;50;727
; 13:33;-;-;-;-
; 16:25;202;7,4;48;998
; 20:35;198;7,4;48;979
; 00:45;194;7,6;48;971
; 05:10;192;7,6;48;968
07/04/21;0,27;;;;
; 09:13;202;7,6;50;884
; 12:35;206;7,6;50;920
; 17:00;226;7,4;44;868
; 20:50;230;7,4;44;962
; 01.40;226;7,6;48;939
; 05:00;231;7,6;48;940
08/04/21;-;;;;
; 09:11;239;7,6;52;943
; 12:20;263;7,4;52;967
; 15:25;307;7,4;52;909
; 20:20;326;7,4;52;948
; 00:35;330;7,6;52;951
; 04:40;323;7,6;52;948
09/04/21; 06:15;;;;
;  07:30;295;7,6;56;1016
; 12:45;306;7,6;56;720
; 16:15;370;7,6;52;951
; 20:30;362;7,6;52;982
; 00:50;353;7,6;54;956
; 04:50;356;7,6;54;938
10/04/21; 06:35;;;;
; 08:40;269;7,4;56;820
; 12:30;258;7,4;56;820
; 16:10;251;7,4;54;915
; 20:25;246;7,4;52;943
; 01:05;240;7,6;56;940
; 04:50;244;7,6;56;943
11/04/21; 06:05;;;;
; 08:55;257;7,6;56;959
; 13:15;256;7,6;56;957
; 16:40;229;7,6;54;913
; 20:25;215;7,4;52;967
; 00:55;214;7,6;54;971
; 05:00;217;7,6;54;969
12/04/21; 06:30;;;;
; 07:55;186;7,6;46;980
; 12:15;186;7,6;48;831
; 16:15;188;7,6;50;899
; 20:00;193;7,6;50;913
; 00:45;195;7,6;48;926
; 05:10;193;7,6;48;906
13/04/21; 06:10;;;;
; 08:25;198;7,6;48;936
; 12:40;199;7,6;48;941
; 16:10;203;7,4;50;953
; 20:29;200;7,6;50;910
; 01:05;201;7,6;48;939
; 04:55;200;7,6;48;947
14/04/21; 06:35;;;;
; 08:34;208;7,6;52;983
;-;201;7,6;54;942
; 16:10;229;7,6;52;862
; 20.00;220;7,4;48;1083
; 00:40;220;7,4;52;1102
; 04:40;221;7,4;52;1135
15/04/21; 06:20;;;;
; 09:05;230;7,6;54;890
; 13:25;237;7,6;54;832
; 15:55;225;7,6;46;1022
; 20:40;217;7,6;50;1148
; 00:15;220;7,4;52;993
; 04:35;224;7,4;52;985
16/04/21; 06:38;;;;
; 07:50;221;7,6;50;960
; 12:20;218;7,6;50;904
; 16:30;206;7,6;48;960
; 20:55;210;7,6;50;969
; 00:10;217;7,4;50;959
; 04:35;220;7,4;50;985
17/04/21; 06:10;;;;
; 08:10;227;7,4;50;932
; 12:05;220;7,4;50;940
; 16:20;233;7,6;48;936
; 20:10;230;7,6;48;928
; 00:25;228;7,4;50;938
; 04:30;221;7,4;50;967
18/04/21; ;;;;
; 08:25;227;7,6;50;936
; 12:20;236;7,6;50;942
; 16:55;234;7,6;50;943
; 21:00;231;7,6;50;949
; 00:15;219;7,4;50;924
; 04:35;217;7,4;50;948
19/04/21; 06:55;;;;
; 08:15;206;7,6;50;949
; -;204;7,6;50;1068
; 15:45;238;7,6;46;985
; 20:15;235;7,6;46;973
; 00:10;223;7,6;46;937
; 04:36;226;7,6;46;975
20/04/21; 06:50;;;;
; 08:55;205;7,6;50;805
; 13:10;201;7,6;50;897
; 16:10;204;7,6;50;902
; 20:05;209;7,6;50;918
; 00:10;208;7,6;48;937
; 04:45;205;7,6;48;955
21/04/21; 06:20;;;;
; 08:08;214;7,6;52;947
; 12:30;224;7,6;50;936
; 16:20;221;7,6;50;928
; 21:00;220;7,6;50;920
; 00:05;227;7,6;48;920
; 05:00;223;7,6;48;932
22/04/21; 06:30;;;;
; 09:18;220;7,6;50;1133,3
; 13:30;-;-;-;-
; 16:35;251;7,6;56;1188
; 19:55;256;7,6;56;1164
; 00:10;227;7,6;50;1142
; 05:00;216;7,6;50;1186
23/04/21; 06:15;;;;
; 08:15;204;7,6;46;1108
; 13:00;215;7,6;50;1092
; 16:30;218;7,6;50;1126
; 20:00;224;7,6;50;1088
