fecha,punto,pixel,banda,reflect,longitud,latitud
2023-05-11,14,3x3,B02,0.1512777777777778,-58.8591202,-27.4733471
2023-05-11,14,3x3,B03,0.1640222222222222,-58.8591202,-27.4733471
2023-05-11,14,3x3,B04,0.1466777777777778,-58.8591202,-27.4733471
2023-05-11,14,3x3,B05,0.1388201388888889,-58.8591202,-27.4733471
2023-05-11,14,3x3,B06,0.12352986111111112,-58.8591202,-27.4733471
2023-05-11,14,3x3,B07,0.12599236111111112,-58.8591202,-27.4733471
2023-05-11,14,3x3,B08,0.12345555555555555,-58.8591202,-27.4733471
2023-05-11,14,3x3,B8A,0.1217638888888889,-58.8591202,-27.4733471
2023-05-11,14,3x3,B11,0.11763819444444444,-58.8591202,-27.4733471
2023-05-11,14,3x3,B12,0.11659791666666668,-58.8591202,-27.4733471
2023-05-11,15,1x1,B01,0.154075,-58.857019,-27.4740568
2023-05-11,15,1x1,B02,0.1584,-58.857019,-27.4740568
2023-05-11,15,1x1,B03,0.1691,-58.857019,-27.4740568
2023-05-11,15,1x1,B04,0.15310000000000001,-58.857019,-27.4740568
2023-05-11,15,1x1,B05,0.14765,-58.857019,-27.4740568
2023-05-11,15,1x1,B06,0.13218125,-58.857019,-27.4740568
2023-05-11,15,1x1,B07,0.13566875,-58.857019,-27.4740568
2023-05-11,15,1x1,B08,0.1335,-58.857019,-27.4740568
2023-05-11,15,1x1,B8A,0.129925,-58.857019,-27.4740568
2023-05-11,15,1x1,B11,0.13085625,-58.857019,-27.4740568
2023-05-11,15,1x1,B12,0.1281875,-58.857019,-27.4740568
2023-05-11,15,3x3,B01,0.15412361111111111,-58.857019,-27.4740568
2023-05-11,15,3x3,B02,0.15634444444444442,-58.857019,-27.4740568
2023-05-11,15,3x3,B03,0.16863333333333333,-58.857019,-27.4740568
2023-05-11,15,3x3,B04,0.1535,-58.857019,-27.4740568
2023-05-11,15,3x3,B05,0.1462013888888889,-58.857019,-27.4740568
2023-05-11,15,3x3,B06,0.1311673611111111,-58.857019,-27.4740568
2023-05-11,15,3x3,B07,0.13489444444444443,-58.857019,-27.4740568
2023-05-11,15,3x3,B08,0.134,-58.857019,-27.4740568
2023-05-11,15,3x3,B8A,0.1296576388888889,-58.857019,-27.4740568
2023-05-11,15,3x3,B11,0.13028402777777778,-58.857019,-27.4740568
2023-05-11,15,3x3,B12,0.12830555555555556,-58.857019,-27.4740568
2023-12-12,1,1x1,B01,0.2201375,-58.8682645,-27.4647485
2023-12-12,1,1x1,B02,0.2226,-58.8682645,-27.4647485
2023-12-12,1,1x1,B03,0.236,-58.8682645,-27.4647485
2023-12-12,1,1x1,B04,0.2566,-58.8682645,-27.4647485
2023-12-12,1,1x1,B05,0.25105,-58.8682645,-27.4647485
2023-12-12,1,1x1,B06,0.21051875,-58.8682645,-27.4647485
2023-12-12,1,1x1,B07,0.21271875,-58.8682645,-27.4647485
2023-12-12,1,1x1,B08,0.1998,-58.8682645,-27.4647485
2023-12-12,1,1x1,B8A,0.19670625,-58.8682645,-27.4647485
2023-12-12,1,1x1,B11,0.190525,-58.8682645,-27.4647485
2023-12-12,1,1x1,B12,0.1887,-58.8682645,-27.4647485
2023-12-12,1,3x3,B01,0.21971319444444443,-58.8682645,-27.4647485
2023-12-12,1,3x3,B02,0.21504444444444443,-58.8682645,-27.4647485
2023-12-12,1,3x3,B03,0.2342444444444444,-58.8682645,-27.4647485
2023-12-12,1,3x3,B04,0.2521555555555556,-58.8682645,-27.4647485
2023-12-12,1,3x3,B05,0.25042916666666665,-58.8682645,-27.4647485
2023-12-12,1,3x3,B06,0.2074277777777778,-58.8682645,-27.4647485
2023-12-12,1,3x3,B07,0.20969305555555556,-58.8682645,-27.4647485
2023-12-12,1,3x3,B08,0.1935222222222222,-58.8682645,-27.4647485
2023-12-12,1,3x3,B8A,0.1963673611111111,-58.8682645,-27.4647485
2023-12-12,1,3x3,B11,0.19144375,-58.8682645,-27.4647485
2023-12-12,1,3x3,B12,0.1881076388888889,-58.8682645,-27.4647485
2023-12-12,2,1x1,B01,0.190925,-58.8678045,-27.4658444
2023-12-12,2,1x1,B02,0.1974,-58.8678045,-27.4658444
2023-12-12,2,1x1,B03,0.226,-58.8678045,-27.4658444
2023-12-12,2,1x1,B04,0.2436,-58.8678045,-27.4658444
2023-12-12,2,1x1,B05,0.24575,-58.8678045,-27.4658444
2023-12-12,2,1x1,B06,0.19685625,-58.8678045,-27.4658444
2023-12-12,2,1x1,B07,0.199225,-58.8678045,-27.4658444
2023-12-12,2,1x1,B08,0.1826,-58.8678045,-27.4658444
2023-12-12,2,1x1,B8A,0.184,-58.8678045,-27.4658444
2023-12-12,2,1x1,B11,0.1736125,-58.8678045,-27.4658444
2023-12-12,2,1x1,B12,0.16809375,-58.8678045,-27.4658444
2023-12-12,2,3x3,B01,0.1909875,-58.8678045,-27.4658444
2023-12-12,2,3x3,B02,0.2028,-58.8678045,-27.4658444
2023-12-12,2,3x3,B03,0.23004444444444444,-58.8678045,-27.4658444
2023-12-12,2,3x3,B04,0.24557777777777776,-58.8678045,-27.4658444
2023-12-12,2,3x3,B05,0.2435569444444444,-58.8678045,-27.4658444
2023-12-12,2,3x3,B06,0.19469861111111111,-58.8678045,-27.4658444
2023-12-12,2,3x3,B07,0.1972951388888889,-58.8678045,-27.4658444
2023-12-12,2,3x3,B08,0.1833444444444444,-58.8678045,-27.4658444
2023-12-12,2,3x3,B8A,0.18200625,-58.8678045,-27.4658444
2023-12-12,2,3x3,B11,0.1723777777777778,-58.8678045,-27.4658444
2023-12-12,2,3x3,B12,0.16667083333333332,-58.8678045,-27.4658444
2023-12-12,3,1x1,B01,0.18653125,-58.8652232,-27.4664385
